case_id,experiment,latency_ms,input_tokens,output_tokens,meta_question_count,question_id,type,label,p_true,confidence_top,pred,correct,brier,nll,meta_cardinality,reported_confidence,entropy_norm,p_label,meta_context_chars,meta_evidence_position
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_002,noul,1,0.5884,0.5884,1,1,0.16941455999999996,0.5303482902548545,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_003,noul,0,0.4176,0.5824,0,1,0.17438976000000003,0.5405977820996608,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_004,noul,1,0.5918,0.5918,1,1,0.16662724,0.5245865390160278,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_005,noul,0,0.4116,0.5884,0,1,0.16941456000000002,0.5303482902548545,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_006,noul,1,0.5492,0.5492,1,1,0.20322063999999998,0.599292605088321,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_007,noul,0,0.3937,0.6063000000000001,0,1,0.15499969,0.5003803659044519,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_008,noul,1,0.523,0.523,1,1,0.22752899999999998,0.6481738149172142,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_009,noul,0,0.3681,0.6319,0,1,0.13549761,0.45902412520272745,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_010,noul,1,0.5311,0.5311,1,1,0.21986720999999998,0.6328049515537836,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_011,noul,0,0.4578,0.5422,0,1,0.20958084,0.6121203419175719,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_012,noul,1,0.5056,0.5056,1,1,0.24443135999999996,0.6820094361494893,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_013,noul,0,0.2887,0.7113,0,1,0.08334769,0.3406609972426675,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_014,noul,1,0.2659,0.7341,0,0,0.53890281,1.3246349807331628,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_015,noul,0,0.28,0.72,0,1,0.07840000000000001,0.3285040669720361,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_016,noul,1,0.3405,0.6595,0,0,0.43494025,1.07734015339257,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_017,noul,0,0.2848,0.7152000000000001,0,1,0.08111104,0.3351930551228326,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_018,noul,1,0.3698,0.6302,0,0,0.39715204,0.9947929600291125,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_019,noul,0,0.3237,0.6763,0,1,0.10478169,0.3911185144012428,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_020,noul,1,0.5061,0.5061,1,1,0.24393721000000002,0.6810210007621047,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_021,noul,0,0.3777,0.6223000000000001,0,1,0.14265729,0.4743329874069647,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_022,noul,1,0.4846,0.5154000000000001,0,0,0.2656371600000001,0.7244314705997117,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_023,noul,0,0.3799,0.6201,0,1,0.14432401,0.4778745236263048,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_024,noul,1,0.465,0.5349999999999999,0,0,0.2862249999999999,0.7657178733947807,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_025,noul,0,0.3794,0.6206,0,1,0.14394436000000002,0.4770685269678572,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_026,noul,1,0.433,0.567,0,0,0.32148899999999997,0.8370175509796473,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_027,noul,0,0.2629,0.7371,0,1,0.06911641000000002,0.30503171078689395,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_028,noul,1,0.3031,0.6969000000000001,0,0,0.4856696100000001,1.1936924949183796,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,9697.212334023789,119168,0,128.0,q_029,noul,0,0.2891,0.7109,0,1,0.08357881000000002,0.34122350604669965,,,,,,
