case_id,experiment,latency_ms,input_tokens,output_tokens,meta_family,meta_difficulty,meta_index,question_id,type,label,p_true,confidence_top,pred,correct,brier,nll,reported_confidence,entropy_norm,p_label,score,mae,meta_group,meta_trial,meta_semantic_correct,meta_noise_units,meta_removal_level,meta_variant,meta_attack_target,meta_instructions,meta_repetition,meta_question_count,meta_bundle_size,meta_cardinality,meta_domain,meta_context_chars,meta_evidence_position
case_ef02a6e34db6a4e0,calibration_noul_factual,9.75199998356402,56,0,factual,easy,38.0,target,noul,1,0.6392,0.6392,1,1,0.13017664,0.44753788453007215,,,,,,,,,,,,,,,,,,,,
case_afd1f2390616e09f,calibration_noul_factual,9.685917058959603,56,0,factual,easy,39.0,target,noul,1,0.6291,0.6291,1,1,0.13756681,0.4634650524061531,,,,,,,,,,,,,,,,,,,,
case_4ea4fdcd76868239,calibration_noul_factual,9.781959000974894,56,0,factual,easy,40.0,target,noul,1,0.6104,0.6104,1,1,0.15178815999999995,0.49364079901188973,,,,,,,,,,,,,,,,,,,,
case_7991794ea228ab77,calibration_noul_factual,9.643665980547667,57,0,factual,easy,41.0,target,noul,0,0.2085,0.7915,0,1,0.04347225,0.23382539966107024,,,,,,,,,,,,,,,,,,,,
case_1b1f201a48c8fbd9,calibration_noul_factual,9.698292007669806,56,0,factual,easy,42.0,target,noul,1,0.6648,0.6648,1,1,0.11235904000000003,0.4082690354408987,,,,,,,,,,,,,,,,,,,,
case_a07a2cd4f5093e50,calibration_noul_factual,9.753666119650006,56,0,factual,easy,43.0,target,noul,1,0.6201,0.6201,1,1,0.14432401,0.4778745236263048,,,,,,,,,,,,,,,,,,,,
case_9ffcd75fccae7782,calibration_noul_factual,9.8214999306947,57,0,factual,easy,44.0,target,noul,0,0.2252,0.7747999999999999,0,1,0.05071504,0.2551503474492963,,,,,,,,,,,,,,,,,,,,
case_c9414155061e4aed,calibration_noul_factual,9.80208395048976,57,0,factual,easy,45.0,target,noul,0,0.1856,0.8144,0,1,0.034447359999999996,0.20530363318587874,,,,,,,,,,,,,,,,,,,,
case_5dd704fdb9d33d9d,calibration_noul_factual,9.66941681690514,56,0,factual,easy,46.0,target,noul,1,0.6147,0.6147,1,1,0.14845608999999999,0.48662093506917325,,,,,,,,,,,,,,,,,,,,
case_d870f68b86796a57,calibration_noul_factual,9.748500073328614,56,0,factual,easy,47.0,target,noul,1,0.6136,0.6136,1,1,0.14930496,0.4884120289290906,,,,,,,,,,,,,,,,,,,,
case_5eea6a12431ee6f7,calibration_noul_factual,9.723042137920856,57,0,factual,easy,48.0,target,noul,0,0.2275,0.7725,0,1,0.051756250000000004,0.25812327021023657,,,,,,,,,,,,,,,,,,,,
case_986089eab32c07b7,calibration_noul_factual,9.717042092233896,56,0,factual,easy,49.0,target,noul,1,0.6409,0.6409,1,1,0.12895280999999997,0.44488184047195584,,,,,,,,,,,,,,,,,,,,
case_a4a6f8b786f8a041,calibration_noul_negation,9.898833930492401,50,0,negation,medium,0.0,target,noul,1,0.7068,0.7068,1,1,0.08596624000000001,0.3470075385365957,,,,,,,,,,,,,,,,,,,,
case_9f5e8d7372ff6fcc,calibration_noul_negation,9.558541933074594,48,0,negation,medium,1.0,target,noul,1,0.6767,0.6767,1,1,0.10452289000000002,0.39052723574395726,,,,,,,,,,,,,,,,,,,,
case_a793b1e0e1f05b03,calibration_noul_negation,10.013124905526638,50,0,negation,medium,2.0,target,noul,1,0.6327,0.6327,1,1,0.13490928999999996,0.4577589028292984,,,,,,,,,,,,,,,,,,,,
case_f1c669b5a242fc82,calibration_noul_negation,9.890791028738022,57,0,negation,medium,3.0,target,noul,0,0.1492,0.8508,0,1,0.022260639999999998,0.1615781956560549,,,,,,,,,,,,,,,,,,,,
case_872c692b2d8fe637,calibration_noul_negation,9.866666980087757,59,0,negation,medium,4.0,target,noul,0,0.129,0.871,0,1,0.016641,0.13811330212963427,,,,,,,,,,,,,,,,,,,,
case_516860f64c19b22a,calibration_noul_negation,9.743333095684648,57,0,negation,medium,5.0,target,noul,0,0.1462,0.8538,0,1,0.021374439999999998,0.15805830465827536,,,,,,,,,,,,,,,,,,,,
case_e90ae5806cc8e76c,calibration_noul_negation,9.851875016465783,59,0,negation,medium,6.0,target,noul,0,0.128,0.872,0,1,0.016384,0.13696585507315742,,,,,,,,,,,,,,,,,,,,
case_dd69b7297134748c,calibration_noul_negation,9.8924171179533,57,0,negation,medium,7.0,target,noul,0,0.1305,0.8694999999999999,0,1,0.01703025,0.1398369451877994,,,,,,,,,,,,,,,,,,,,
case_bf6e90a8607ae447,calibration_noul_negation,9.561167098581791,50,0,negation,medium,8.0,target,noul,1,0.667,0.667,1,1,0.11088899999999997,0.4049652330665133,,,,,,,,,,,,,,,,,,,,
case_420ddb98eda1728a,calibration_noul_negation,9.797750040888786,61,0,negation,medium,9.0,target,noul,0,0.1382,0.8618,0,1,0.019099239999999996,0.14873205380039942,,,,,,,,,,,,,,,,,,,,
case_396cb2db409b9011,calibration_noul_negation,9.709957987070084,59,0,negation,medium,10.0,target,noul,0,0.1298,0.8702,0,1,0.016848039999999998,0.13903220869555735,,,,,,,,,,,,,,,,,,,,
case_f98eb4d4792828f1,calibration_noul_negation,9.544667089357972,50,0,negation,medium,11.0,target,noul,1,0.6638,0.6638,1,1,0.11303044000000004,0.4097743796962629,,,,,,,,,,,,,,,,,,,,
case_75b0f1d0bec26acf,calibration_noul_negation,9.563875151798129,48,0,negation,medium,12.0,target,noul,1,0.6761,0.6761,1,1,0.10491120999999998,0.3914142848855048,,,,,,,,,,,,,,,,,,,,
case_82692f3716dcc5f5,calibration_noul_negation,9.838250000029802,57,0,negation,medium,13.0,target,noul,0,0.1416,0.8584,0,1,0.020050560000000002,0.15268508766564828,,,,,,,,,,,,,,,,,,,,
case_39e2d46a265df492,calibration_noul_negation,9.761332999914885,50,0,negation,medium,14.0,target,noul,1,0.704,0.704,1,1,0.08761600000000003,0.3509769228240947,,,,,,,,,,,,,,,,,,,,
case_d6ca51d79eaaef79,calibration_noul_negation,9.806625079363585,59,0,negation,medium,15.0,target,noul,0,0.1217,0.8783,0,1,0.01481089,0.12976705805906538,,,,,,,,,,,,,,,,,,,,
case_979f2628e467f640,calibration_noul_negation,9.624209022149444,48,0,negation,medium,16.0,target,noul,1,0.627,0.627,1,1,0.139129,0.4668087383492164,,,,,,,,,,,,,,,,,,,,
case_b4fb64faaaef5752,calibration_noul_negation,9.783291025087237,59,0,negation,medium,17.0,target,noul,0,0.1407,0.8593,0,1,0.019796489999999996,0.15163717466295976,,,,,,,,,,,,,,,,,,,,
case_11dcbf857ff31e63,calibration_noul_negation,9.875125018879771,52,0,negation,medium,18.0,target,noul,1,0.7028,0.7028,1,1,0.08832784000000002,0.35268292266919493,,,,,,,,,,,,,,,,,,,,
case_89ef9ccbd52d2d81,calibration_noul_negation,9.735582862049341,50,0,negation,medium,19.0,target,noul,1,0.704,0.704,1,1,0.08761600000000003,0.3509769228240947,,,,,,,,,,,,,,,,,,,,
case_f13dc1ee497c1ab8,calibration_noul_negation,9.590584086254239,48,0,negation,medium,20.0,target,noul,1,0.7106,0.7106,1,1,0.08375236,0.34164559539521033,,,,,,,,,,,,,,,,,,,,
case_79b188b5bc05a723,calibration_noul_negation,9.813708020374179,59,0,negation,medium,21.0,target,noul,0,0.1366,0.8634,0,1,0.01865956,0.14687719586075998,,,,,,,,,,,,,,,,,,,,
case_d4abd11a4dae1eca,calibration_noul_negation,9.632583940401673,50,0,negation,medium,22.0,target,noul,1,0.666,0.666,1,1,0.11155599999999997,0.40646560844174784,,,,,,,,,,,,,,,,,,,,
case_c4f9126a3a595a98,calibration_noul_negation,9.852208895608783,61,0,negation,medium,23.0,target,noul,0,0.1231,0.8769,0,1,0.01515361,0.1313623181968271,,,,,,,,,,,,,,,,,,,,
case_1659a48da5100fa6,calibration_noul_negation,9.63679188862443,52,0,negation,medium,24.0,target,noul,1,0.7028,0.7028,1,1,0.08832784000000002,0.35268292266919493,,,,,,,,,,,,,,,,,,,,
case_a1b57a64a4377ae1,calibration_noul_negation,9.70816588960588,57,0,negation,medium,25.0,target,noul,0,0.1379,0.8621,0,1,0.019016409999999997,0.14838400576625776,,,,,,,,,,,,,,,,,,,,
case_22b920e5f5af7266,calibration_noul_negation,9.680625051259995,50,0,negation,medium,26.0,target,noul,1,0.6562,0.6562,1,1,0.11819844,0.4212896584551358,,,,,,,,,,,,,,,,,,,,
case_ed80e15a8fadefd8,calibration_noul_negation,9.518958861008286,48,0,negation,medium,27.0,target,noul,1,0.6601,0.6601,1,1,0.11553200999999999,0.4153639402874119,,,,,,,,,,,,,,,,,,,,
case_beb57294b1ef5abb,calibration_noul_negation,12.883082963526249,59,0,negation,medium,28.0,target,noul,0,0.1447,0.8553,0,1,0.02093809,0.1563029943954011,,,,,,,,,,,,,,,,,,,,
case_566c56824a3879a7,calibration_noul_negation,10.019541950896382,61,0,negation,medium,29.0,target,noul,0,0.1233,0.8767,0,1,0.015202890000000002,0.1315904203875971,,,,,,,,,,,,,,,,,,,,
case_7e5c3aaf4dbdf8ba,calibration_noul_negation,9.782125009223819,57,0,negation,medium,30.0,target,noul,0,0.1303,0.8697,0,1,0.01697809,0.13960695438641751,,,,,,,,,,,,,,,,,,,,
case_9db40cb71fb96b51,calibration_noul_negation,9.772958001121879,59,0,negation,medium,31.0,target,noul,0,0.1317,0.8683,0,1,0.01734489,0.14121800191553763,,,,,,,,,,,,,,,,,,,,
case_e22cce6a4b68f778,calibration_noul_negation,9.782499866560102,57,0,negation,medium,32.0,target,noul,0,0.1305,0.8694999999999999,0,1,0.01703025,0.1398369451877994,,,,,,,,,,,,,,,,,,,,
case_74458d17b2ae4d82,calibration_noul_negation,9.703792165964842,50,0,negation,medium,33.0,target,noul,1,0.6864,0.6864,1,1,0.09834496,0.3762947308083845,,,,,,,,,,,,,,,,,,,,
case_81c33dc155cec92b,calibration_noul_negation,9.872457943856716,61,0,negation,medium,34.0,target,noul,0,0.1316,0.8684000000000001,0,1,0.01731856,0.14110284097800022,,,,,,,,,,,,,,,,,,,,
case_dba53aa168c8b4b6,calibration_noul_negation,9.770291857421398,48,0,negation,medium,35.0,target,noul,1,0.6629,0.6629,1,1,0.11363640999999997,0.4111311297347911,,,,,,,,,,,,,,,,,,,,
case_459ef1161de1620b,calibration_noul_negation,9.80516616255045,59,0,negation,medium,36.0,target,noul,0,0.139,0.861,0,1,0.019321000000000005,0.14966077455440627,,,,,,,,,,,,,,,,,,,,
case_0037434efab83d73,calibration_noul_negation,9.900332894176245,48,0,negation,medium,37.0,target,noul,1,0.6846,0.6846,1,1,0.09947716000000001,0.37892055288605214,,,,,,,,,,,,,,,,,,,,
case_584edfd9b1be3e1f,calibration_noul_negation,9.82991699129343,59,0,negation,medium,38.0,target,noul,0,0.1526,0.8473999999999999,0,1,0.023286760000000004,0.1655824407896783,,,,,,,,,,,,,,,,,,,,
case_983e364db659a78f,calibration_noul_negation,9.917416842654347,57,0,negation,medium,39.0,target,noul,0,0.1391,0.8609,0,1,0.01934881,0.14977692531822812,,,,,,,,,,,,,,,,,,,,
case_ce787b8efa0b133a,calibration_noul_negation,9.811291005462408,50,0,negation,medium,40.0,target,noul,1,0.684,0.684,1,1,0.09985599999999997,0.3797973613595865,,,,,,,,,,,,,,,,,,,,
case_6a2c3f931538d917,calibration_noul_negation,9.629125008359551,48,0,negation,medium,41.0,target,noul,1,0.6928,0.6928,1,1,0.09437184000000001,0.3670139217339117,,,,,,,,,,,,,,,,,,,,
case_1b30bd76e3ad9e67,calibration_noul_negation,9.650874882936478,50,0,negation,medium,42.0,target,noul,1,0.6829,0.6829,1,1,0.10055241000000004,0.38140684301509353,,,,,,,,,,,,,,,,,,,,
case_ce028a7bd639f627,calibration_noul_negation,9.7098748665303,48,0,negation,medium,43.0,target,noul,1,0.6846,0.6846,1,1,0.09947716000000001,0.37892055288605214,,,,,,,,,,,,,,,,,,,,
case_9c01de1fccfb8bd5,calibration_noul_negation,9.783999994397163,57,0,negation,medium,44.0,target,noul,0,0.1433,0.8567,0,1,0.020534890000000004,0.15466748001213876,,,,,,,,,,,,,,,,,,,,
case_6d37d2e78fc4a151,calibration_noul_negation,9.75287496112287,50,0,negation,medium,45.0,target,noul,1,0.666,0.666,1,1,0.11155599999999997,0.40646560844174784,,,,,,,,,,,,,,,,,,,,
case_10c314883270fcca,calibration_noul_negation,9.732457809150219,59,0,negation,medium,46.0,target,noul,0,0.1406,0.8593999999999999,0,1,0.019768360000000002,0.1515208076412424,,,,,,,,,,,,,,,,,,,,
case_1cd2086c45e12ccd,calibration_noul_negation,9.881458012387156,59,0,negation,medium,47.0,target,noul,0,0.1447,0.8553,0,1,0.02093809,0.1563029943954011,,,,,,,,,,,,,,,,,,,,
case_f054086c6b291457,calibration_noul_negation,9.792708093300462,59,0,negation,medium,48.0,target,noul,0,0.1453,0.8547,0,1,0.021112090000000003,0.15700474881016474,,,,,,,,,,,,,,,,,,,,
case_fefb2bb1f04cd693,calibration_noul_negation,9.732832899317145,59,0,negation,medium,49.0,target,noul,0,0.1447,0.8553,0,1,0.02093809,0.1563029943954011,,,,,,,,,,,,,,,,,,,,
case_73bebc964f8533e3,calibration_choice,12.795084156095982,91,0,support_routing,easy,0.0,target,choice,technical,,0.672,technical,1,0.14531241999999997,0.3974969384589874,0.2902,0.709820093678057,0.672,,,,,,,,,,,,,,,,,
case_7205126ae5dea775,calibration_choice,12.922083027660847,94,0,support_routing,easy,1.0,target,choice,shipping,,0.7398,shipping,1,0.09039586,0.3013753995837834,0.3808,0.6192209461551125,0.7398,,,,,,,,,,,,,,,,,
case_2d172671e0931a45,calibration_choice,12.544582830742002,91,0,support_routing,easy,2.0,target,choice,technical,,0.672,technical,1,0.14531241999999997,0.3974969384589874,0.2902,0.709820093678057,0.672,,,,,,,,,,,,,,,,,
case_b5954623a8397f65,calibration_choice,12.633207952603698,94,0,support_routing,easy,3.0,target,choice,billing,,0.7538,billing,1,0.08147253999999998,0.28262819814910195,0.4052,0.5947710002106786,0.7538,,,,,,,,,,,,,,,,,
case_e03c4e8782207909,calibration_choice,12.606540927663445,92,0,support_routing,easy,4.0,target,choice,billing,,0.7841,billing,1,0.06241026999999999,0.24321871574526077,0.4541,0.5458897431501345,0.7841,,,,,,,,,,,,,,,,,
case_ed688784f8f1e87c,calibration_choice,12.68308307044208,92,0,support_routing,easy,5.0,target,choice,billing,,0.7841,billing,1,0.06241026999999999,0.24321871574526077,0.4541,0.5458897431501345,0.7841,,,,,,,,,,,,,,,,,
case_cfe33822927778a3,calibration_choice,12.464875122532248,92,0,support_routing,easy,6.0,target,choice,billing,,0.7841,billing,1,0.06241026999999999,0.24321871574526077,0.4541,0.5458897431501345,0.7841,,,,,,,,,,,,,,,,,
case_aae3eedb1354c709,calibration_choice,12.755499919876456,94,0,support_routing,easy,7.0,target,choice,technical,,0.6915,technical,1,0.12816707,0.36889212787732417,0.3142,0.6858546903996149,0.6915,,,,,,,,,,,,,,,,,
case_7be028523bd9b255,calibration_choice,12.604082934558392,91,0,support_routing,easy,8.0,target,choice,technical,,0.8214,technical,1,0.042927129999999994,0.1967450774596788,0.5223,0.4777391712267582,0.8214,,,,,,,,,,,,,,,,,
case_fde1eefd04cbc63a,calibration_choice,12.654334073886275,94,0,support_routing,easy,9.0,target,choice,shipping,,0.7398,shipping,1,0.09039586,0.3013753995837834,0.3808,0.6192209461551125,0.7398,,,,,,,,,,,,,,,,,
case_9e54b4b6e987773a,calibration_choice,12.582417111843824,94,0,support_routing,easy,10.0,target,choice,shipping,,0.7398,shipping,1,0.09039586,0.3013753995837834,0.3808,0.6192209461551125,0.7398,,,,,,,,,,,,,,,,,
case_e8f2b95746f7e5cc,calibration_choice,12.660417007282376,90,0,support_routing,easy,11.0,target,choice,account,,0.5601,account,1,0.25891993999999996,0.5796399397663503,0.1589,0.8411149033149836,0.5601,,,,,,,,,,,,,,,,,
case_27c95142b2acd9f7,calibration_choice,12.569624930620193,94,0,support_routing,easy,12.0,target,choice,billing,,0.7538,billing,1,0.08147253999999998,0.28262819814910195,0.4052,0.5947710002106786,0.7538,,,,,,,,,,,,,,,,,
case_7336b6b72b529918,calibration_choice,12.534542009234428,93,0,support_routing,easy,13.0,target,choice,shipping,,0.6744,shipping,1,0.14155485,0.39393187229449134,0.2875,0.7123917097868755,0.6744,,,,,,,,,,,,,,,,,
case_5192eb7b8c0d51d9,calibration_choice,12.65525002963841,94,0,support_routing,easy,14.0,target,choice,billing,,0.7538,billing,1,0.08147253999999998,0.28262819814910195,0.4052,0.5947710002106786,0.7538,,,,,,,,,,,,,,,,,
case_dd21b99cf078d1c2,calibration_choice,12.449792120605707,91,0,support_routing,easy,15.0,target,choice,technical,,0.672,technical,1,0.14531241999999997,0.3974969384589874,0.2902,0.709820093678057,0.672,,,,,,,,,,,,,,,,,
case_4d4293a9bb529e34,calibration_choice,12.407166883349419,90,0,support_routing,easy,16.0,target,choice,account,,0.6719,account,1,0.14944968999999997,0.39764575905603267,0.3033,0.6966746177178562,0.6719,,,,,,,,,,,,,,,,,
case_8c505b143310f0d3,calibration_choice,12.586332857608795,92,0,support_routing,easy,17.0,target,choice,account,,0.5361,account,1,0.29540025999999997,0.623434568148645,0.1553,0.8446852958818419,0.5361,,,,,,,,,,,,,,,,,
case_1624c4cc4a92c90e,calibration_choice,12.9549999255687,92,0,support_routing,easy,18.0,target,choice,billing,,0.7841,billing,1,0.06241026999999999,0.24321871574526077,0.4541,0.5458897431501345,0.7841,,,,,,,,,,,,,,,,,
case_6cddfa5896ca4cb5,calibration_choice,12.83141691237688,93,0,support_routing,easy,19.0,target,choice,shipping,,0.6744,shipping,1,0.14155485,0.39393187229449134,0.2875,0.7123917097868755,0.6744,,,,,,,,,,,,,,,,,
case_da0d6ce9321e6320,calibration_choice,12.714625103399158,92,0,support_routing,easy,20.0,target,choice,account,,0.5361,account,1,0.29540025999999997,0.623434568148645,0.1553,0.8446852958818419,0.5361,,,,,,,,,,,,,,,,,
case_551ade98b040cf29,calibration_choice,12.526625068858266,91,0,support_routing,easy,21.0,target,choice,technical,,0.8214,technical,1,0.042927129999999994,0.1967450774596788,0.5223,0.4777391712267582,0.8214,,,,,,,,,,,,,,,,,
case_469c6616a2751184,calibration_choice,12.753000017255545,94,0,support_routing,easy,22.0,target,choice,technical,,0.6915,technical,1,0.12816707,0.36889212787732417,0.3142,0.6858546903996149,0.6915,,,,,,,,,,,,,,,,,
case_042884c044c3d41f,calibration_choice,12.595499865710735,94,0,support_routing,easy,23.0,target,choice,technical,,0.6915,technical,1,0.12816707,0.36889212787732417,0.3142,0.6858546903996149,0.6915,,,,,,,,,,,,,,,,,
case_d7adfdc028c43ff9,calibration_choice,12.553000124171376,92,0,support_routing,easy,24.0,target,choice,account,,0.5361,account,1,0.29540025999999997,0.623434568148645,0.1553,0.8446852958818419,0.5361,,,,,,,,,,,,,,,,,
case_316294ddd6db03eb,calibration_choice,12.323166942223907,91,0,support_routing,easy,25.0,target,choice,billing,,0.7549,billing,1,0.0812405,0.28116998883655786,0.4089,0.5911093574358776,0.7549,,,,,,,,,,,,,,,,,
case_ac01b1a4a00af12a,calibration_choice,12.626833049580455,94,0,support_routing,easy,26.0,target,choice,technical,,0.6915,technical,1,0.12816707,0.36889212787732417,0.3142,0.6858546903996149,0.6915,,,,,,,,,,,,,,,,,
case_ef5f4c4751708116,calibration_choice,12.850292026996613,91,0,support_routing,easy,27.0,target,choice,billing,,0.7549,billing,1,0.0812405,0.28116998883655786,0.4089,0.5911093574358776,0.7549,,,,,,,,,,,,,,,,,
