case_id,experiment,latency_ms,input_tokens,output_tokens,meta_family,meta_difficulty,meta_index,question_id,type,label,p_true,confidence_top,pred,correct,brier,nll,reported_confidence,entropy_norm,p_label,score,mae,meta_group,meta_trial,meta_semantic_correct,meta_noise_units,meta_removal_level,meta_variant,meta_attack_target,meta_instructions,meta_repetition,meta_question_count,meta_bundle_size,meta_cardinality,meta_domain,meta_context_chars,meta_evidence_position
case_189c489db5f05d7d,calibration_noul_factual,154.01975018903613,133,0,factual,easy,18.0,target,noul,1,0.9991959140643708,0.9991959140643708,1,1,6.465541918766782e-07,0.000804409386124753,,,,,,,,,,,,,,,,,,,,
case_4d8023d9137972fb,calibration_noul_factual,153.10024982318282,133,0,factual,easy,19.0,target,noul,1,0.998498817743263,0.998498817743263,1,1,2.253548167942023e-06,0.0015023101597543026,,,,,,,,,,,,,,,,,,,,
case_d017ef763b2518dd,calibration_noul_factual,153.5771661438048,133,0,factual,easy,20.0,target,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,,,,,,,,,,,,,,,
case_c9bf3f7754c3cc9f,calibration_noul_factual,153.557833051309,134,0,factual,easy,21.0,target,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,,,,,,,,,,,,,,,
case_38fca5f5e76db251,calibration_noul_factual,152.96391700394452,135,0,factual,easy,22.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_31dd9f5bf856e101,calibration_noul_factual,152.25308295339346,132,0,factual,easy,23.0,target,noul,1,0.9989677689632452,0.9989677689632452,1,1,1.0655009132398076e-06,0.0010327641541098087,,,,,,,,,,,,,,,,,,,,
case_8d87024ce40d1dbc,calibration_noul_factual,152.80895913019776,135,0,factual,easy,24.0,target,noul,0,0.014063627043245474,0.9859363729567545,0,1,0.00019778560561150543,0.014163456931504987,,,,,,,,,,,,,,,,,,,,
case_4119a31089079974,calibration_noul_factual,151.88770811073482,134,0,factual,easy,25.0,target,noul,1,0.9992903296008995,0.9992903296008995,1,1,5.036320753594999e-07,0.0007099223343392451,,,,,,,,,,,,,,,,,,,,
case_91b73918b80f561a,calibration_noul_factual,151.88562497496605,134,0,factual,easy,26.0,target,noul,1,0.9991959140643708,0.9991959140643708,1,1,6.465541918766782e-07,0.000804409386124753,,,,,,,,,,,,,,,,,,,,
case_e4e7c2436c3033e0,calibration_noul_factual,152.3865000344813,134,0,factual,easy,27.0,target,noul,1,0.998498817743263,0.998498817743263,1,1,2.253548167942023e-06,0.0015023101597543026,,,,,,,,,,,,,,,,,,,,
case_411678805718f686,calibration_noul_factual,157.4684998486191,135,0,factual,easy,28.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_1be964f1db488362,calibration_noul_factual,153.23449997231364,134,0,factual,easy,29.0,target,noul,0,0.02297736991002561,0.9770226300899744,0,1,0.0005279595279821503,0.02324546437242505,,,,,,,,,,,,,,,,,,,,
case_3c0fa700a74f6bee,calibration_noul_factual,152.36470894888043,133,0,factual,easy,30.0,target,noul,1,0.9989677689632452,0.9989677689632452,1,1,1.0655009132398076e-06,0.0010327641541098087,,,,,,,,,,,,,,,,,,,,
case_ca75e413eec7b988,calibration_noul_factual,153.59312505461276,134,0,factual,easy,31.0,target,noul,0,0.02595735719779685,0.9740426428022031,0,1,0.0006737843926940158,0.02630019518687535,,,,,,,,,,,,,,,,,,,,
case_e89d11548df4647d,calibration_noul_factual,154.42324988543987,134,0,factual,easy,32.0,target,noul,1,0.9991959140643708,0.9991959140643708,1,1,6.465541918766782e-07,0.000804409386124753,,,,,,,,,,,,,,,,,,,,
case_4c22f07917006f4a,calibration_noul_factual,153.44579191878438,133,0,factual,easy,33.0,target,noul,1,0.9986749775827868,0.9986749775827868,1,1,1.7556844061175577e-06,0.0013259010356280994,,,,,,,,,,,,,,,,,,,,
case_8a3e124d2e1a6afa,calibration_noul_factual,154.15429114364088,133,0,factual,easy,34.0,target,noul,0,0.02595735719779685,0.9740426428022031,0,1,0.0006737843926940158,0.02630019518687535,,,,,,,,,,,,,,,,,,,,
case_acd763780f8db207,calibration_noul_factual,154.15079100057483,133,0,factual,easy,35.0,target,noul,1,0.9990889488055994,0.9990889488055994,1,1,8.300142788187649e-07,0.0009114664537742021,,,,,,,,,,,,,,,,,,,,
case_e61b51e571b99c62,calibration_noul_factual,153.41100003570318,133,0,factual,easy,36.0,target,noul,1,0.9991959140643708,0.9991959140643708,1,1,6.465541918766782e-07,0.000804409386124753,,,,,,,,,,,,,,,,,,,,
case_97581800e2bac82a,calibration_noul_factual,153.792625060305,134,0,factual,easy,37.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_ef02a6e34db6a4e0,calibration_noul_factual,154.06279196031392,134,0,factual,easy,38.0,target,noul,1,0.9986749775827868,0.9986749775827868,1,1,1.7556844061175577e-06,0.0013259010356280994,,,,,,,,,,,,,,,,,,,,
case_afd1f2390616e09f,calibration_noul_factual,153.3300830051303,133,0,factual,easy,39.0,target,noul,1,0.9982992775885648,0.9982992775885648,1,1,2.892456720757797e-06,0.0017021702816452798,,,,,,,,,,,,,,,,,,,,
case_4ea4fdcd76868239,calibration_noul_factual,153.55116710998118,133,0,factual,easy,40.0,target,noul,1,0.9986749775827868,0.9986749775827868,1,1,1.7556844061175577e-06,0.0013259010356280994,,,,,,,,,,,,,,,,,,,,
case_7991794ea228ab77,calibration_noul_factual,154.31495918892324,135,0,factual,easy,41.0,target,noul,0,0.02297736991002561,0.9770226300899744,0,1,0.0005279595279821503,0.02324546437242505,,,,,,,,,,,,,,,,,,,,
case_1b1f201a48c8fbd9,calibration_noul_factual,153.96491601131856,133,0,factual,easy,42.0,target,noul,1,0.9989677689632452,0.9989677689632452,1,1,1.0655009132398076e-06,0.0010327641541098087,,,,,,,,,,,,,,,,,,,,
case_a07a2cd4f5093e50,calibration_noul_factual,153.58716691844165,133,0,factual,easy,43.0,target,noul,1,0.998498817743263,0.998498817743263,1,1,2.253548167942023e-06,0.0015023101597543026,,,,,,,,,,,,,,,,,,,,
case_9ffcd75fccae7782,calibration_noul_factual,153.67525001056492,135,0,factual,easy,44.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_c9414155061e4aed,calibration_noul_factual,153.7615831475705,134,0,factual,easy,45.0,target,noul,0,0.012431650853185818,0.9875683491468141,0,1,0.00015454594293551568,0.012509570276173327,,,,,,,,,,,,,,,,,,,,
case_5dd704fdb9d33d9d,calibration_noul_factual,153.16391689702868,133,0,factual,easy,46.0,target,noul,1,0.9986749775827868,0.9986749775827868,1,1,1.7556844061175577e-06,0.0013259010356280994,,,,,,,,,,,,,,,,,,,,
case_d870f68b86796a57,calibration_noul_factual,153.27462507411838,133,0,factual,easy,47.0,target,noul,1,0.9990889488055994,0.9990889488055994,1,1,8.300142788187649e-07,0.0009114664537742021,,,,,,,,,,,,,,,,,,,,
case_5eea6a12431ee6f7,calibration_noul_factual,154.104916844517,135,0,factual,easy,48.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_986089eab32c07b7,calibration_noul_factual,153.7943328730762,133,0,factual,easy,49.0,target,noul,1,0.9988304897349445,0.9988304897349445,1,1,1.3677542600702274e-06,0.0011701946758545612,,,,,,,,,,,,,,,,,,,,
case_a4a6f8b786f8a041,calibration_noul_negation,113.81200002506375,125,0,negation,medium,0.0,target,noul,1,0.9998766054240137,0.9998766054240137,1,1,1.5226221382841996e-08,0.0001234021897233402,,,,,,,,,,,,,,,,,,,,
case_9f5e8d7372ff6fcc,calibration_noul_negation,113.37029188871384,123,0,negation,medium,1.0,target,noul,1,0.9997965730219448,0.9997965730219448,1,1,4.138253540067039e-08,0.00020344767212943552,,,,,,,,,,,,,,,,,,,,
case_a793b1e0e1f05b03,calibration_noul_negation,113.63362497650087,125,0,negation,medium,2.0,target,noul,1,0.9998204720306533,0.9998204720306533,1,1,3.2230291777759226e-08,0.00017954408642162156,,,,,,,,,,,,,,,,,,,,
case_f1c669b5a242fc82,calibration_noul_negation,153.86500000022352,132,0,negation,medium,3.0,target,noul,0,0.012431650853185818,0.9875683491468141,0,1,0.00015454594293551568,0.012509570276173327,,,,,,,,,,,,,,,,,,,,
case_872c692b2d8fe637,calibration_noul_negation,154.1551249101758,134,0,negation,medium,4.0,target,noul,0,0.012431650853185818,0.9875683491468141,0,1,0.00015454594293551568,0.012509570276173327,,,,,,,,,,,,,,,,,,,,
case_516860f64c19b22a,calibration_noul_negation,153.96633301861584,132,0,negation,medium,5.0,target,noul,0,0.020332353342658753,0.9796676466573413,0,1,0.0004134045924507266,0.02054190090109686,,,,,,,,,,,,,,,,,,,,
case_e90ae5806cc8e76c,calibration_noul_negation,154.38762516714633,134,0,negation,medium,6.0,target,noul,0,0.012431650853185818,0.9875683491468141,0,1,0.00015454594293551568,0.012509570276173327,,,,,,,,,,,,,,,,,,,,
case_dd69b7297134748c,calibration_noul_negation,153.81891606375575,132,0,negation,medium,7.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_bf6e90a8607ae447,calibration_noul_negation,113.99237508885562,123,0,negation,medium,8.0,target,noul,1,0.9997965730219448,0.9997965730219448,1,1,4.138253540067039e-08,0.00020344767212943552,,,,,,,,,,,,,,,,,,,,
case_420ddb98eda1728a,calibration_noul_negation,153.90000003390014,136,0,negation,medium,9.0,target,noul,0,0.008577485413711986,0.991422514586288,0,1,7.357325602244188e-05,0.008614483762175522,,,,,,,,,,,,,,,,,,,,
case_396cb2db409b9011,calibration_noul_negation,153.67254195734859,134,0,negation,medium,10.0,target,noul,0,0.014063627043245474,0.9859363729567545,0,1,0.00019778560561150543,0.014163456931504987,,,,,,,,,,,,,,,,,,,,
case_f98eb4d4792828f1,calibration_noul_negation,113.92141715623438,123,0,negation,medium,11.0,target,noul,1,0.9998204720306533,0.9998204720306533,1,1,3.2230291777759226e-08,0.00017954408642162156,,,,,,,,,,,,,,,,,,,,
case_75b0f1d0bec26acf,calibration_noul_negation,113.73837478458881,123,0,negation,medium,12.0,target,noul,1,0.9998204720306533,0.9998204720306533,1,1,3.2230291777759226e-08,0.00017954408642162156,,,,,,,,,,,,,,,,,,,,
case_82692f3716dcc5f5,calibration_noul_negation,153.54183316230774,132,0,negation,medium,13.0,target,noul,0,0.014063627043245474,0.9859363729567545,0,1,0.00019778560561150543,0.014163456931504987,,,,,,,,,,,,,,,,,,,,
case_39e2d46a265df492,calibration_noul_negation,113.60629112459719,125,0,negation,medium,14.0,target,noul,1,0.9998204720306533,0.9998204720306533,1,1,3.2230291777759226e-08,0.00017954408642162156,,,,,,,,,,,,,,,,,,,,
case_d6ca51d79eaaef79,calibration_noul_negation,153.9089169818908,134,0,negation,medium,15.0,target,noul,0,0.009708476481474066,0.9902915235185259,0,1,9.425451559133506e-05,0.009755911000221412,,,,,,,,,,,,,,,,,,,,
case_979f2628e467f640,calibration_noul_negation,113.32125007174909,123,0,negation,medium,16.0,target,noul,1,0.9997388096809043,0.9997388096809043,1,1,6.822038278929323e-08,0.0002612244352277206,,,,,,,,,,,,,,,,,,,,
case_b4fb64faaaef5752,calibration_noul_negation,152.31687482446432,134,0,negation,medium,17.0,target,noul,0,0.014063627043245474,0.9859363729567545,0,1,0.00019778560561150543,0.014163456931504987,,,,,,,,,,,,,,,,,,,,
case_11dcbf857ff31e63,calibration_noul_negation,112.52037482336164,127,0,negation,medium,18.0,target,noul,1,0.9997694932780068,0.9997694932780068,1,1,5.313334888405346e-08,0.00023053329275088595,,,,,,,,,,,,,,,,,,,,
case_89ef9ccbd52d2d81,calibration_noul_negation,112.53545805811882,125,0,negation,medium,19.0,target,noul,1,0.9998204720306533,0.9998204720306533,1,1,3.2230291777759226e-08,0.00017954408642162156,,,,,,,,,,,,,,,,,,,,
case_f13dc1ee497c1ab8,calibration_noul_negation,112.03208309598267,123,0,negation,medium,20.0,target,noul,1,0.9998415637808975,0.9998415637808975,1,1,2.5102035523494734e-08,0.00015844877144610778,,,,,,,,,,,,,,,,,,,,
case_79b188b5bc05a723,calibration_noul_negation,152.24750014021993,134,0,negation,medium,21.0,target,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,,,,,,,,,,,,,,,
case_d4abd11a4dae1eca,calibration_noul_negation,112.55754111334682,125,0,negation,medium,22.0,target,noul,1,0.9997694932780068,0.9997694932780068,1,1,5.313334888405346e-08,0.00023053329275088595,,,,,,,,,,,,,,,,,,,,
case_c4f9126a3a595a98,calibration_noul_negation,152.62691699899733,136,0,negation,medium,23.0,target,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,,,,,,,,,,,,,,,
case_1659a48da5100fa6,calibration_noul_negation,112.67362511716783,127,0,negation,medium,24.0,target,noul,1,0.9997694932780068,0.9997694932780068,1,1,5.313334888405346e-08,0.00023053329275088595,,,,,,,,,,,,,,,,,,,,
case_a1b57a64a4377ae1,calibration_noul_negation,152.3551670834422,132,0,negation,medium,25.0,target,noul,0,0.008577485413711986,0.991422514586288,0,1,7.357325602244188e-05,0.008614483762175522,,,,,,,,,,,,,,,,,,,,
case_22b920e5f5af7266,calibration_noul_negation,112.25604196079075,125,0,negation,medium,26.0,target,noul,1,0.9997965730219448,0.9997965730219448,1,1,4.138253540067039e-08,0.00020344767212943552,,,,,,,,,,,,,,,,,,,,
case_ed80e15a8fadefd8,calibration_noul_negation,112.77858400717378,123,0,negation,medium,27.0,target,noul,1,0.9997965730219448,0.9997965730219448,1,1,4.138253540067039e-08,0.00020344767212943552,,,,,,,,,,,,,,,,,,,,
case_beb57294b1ef5abb,calibration_noul_negation,152.14370796456933,134,0,negation,medium,28.0,target,noul,0,0.02297736991002561,0.9770226300899744,0,1,0.0005279595279821503,0.02324546437242505,,,,,,,,,,,,,,,,,,,,
case_566c56824a3879a7,calibration_noul_negation,152.75333309546113,136,0,negation,medium,29.0,target,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,,,,,,,,,,,,,,,
case_7e5c3aaf4dbdf8ba,calibration_noul_negation,151.88220888376236,132,0,negation,medium,30.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_9db40cb71fb96b51,calibration_noul_negation,152.21454203128815,134,0,negation,medium,31.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_e22cce6a4b68f778,calibration_noul_negation,152.12600002996624,132,0,negation,medium,32.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_74458d17b2ae4d82,calibration_noul_negation,112.27212497033179,125,0,negation,medium,33.0,target,noul,1,0.9998415637808975,0.9998415637808975,1,1,2.5102035523494734e-08,0.00015844877144610778,,,,,,,,,,,,,,,,,,,,
case_81c33dc155cec92b,calibration_noul_negation,152.2640420589596,136,0,negation,medium,34.0,target,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,,,,,,,,,,,,,,,
case_dba53aa168c8b4b6,calibration_noul_negation,113.06895781308413,123,0,negation,medium,35.0,target,noul,1,0.9997694932780068,0.9997694932780068,1,1,5.313334888405346e-08,0.00023053329275088595,,,,,,,,,,,,,,,,,,,,
case_459ef1161de1620b,calibration_noul_negation,152.34508295543492,134,0,negation,medium,36.0,target,noul,0,0.014063627043245474,0.9859363729567545,0,1,0.00019778560561150543,0.014163456931504987,,,,,,,,,,,,,,,,,,,,
case_0037434efab83d73,calibration_noul_negation,111.99762509204447,123,0,negation,medium,37.0,target,noul,1,0.9998204720306533,0.9998204720306533,1,1,3.2230291777759226e-08,0.00017954408642162156,,,,,,,,,,,,,,,,,,,,
case_584edfd9b1be3e1f,calibration_noul_negation,151.92962484434247,132,0,negation,medium,38.0,target,noul,0,0.012431650853185818,0.9875683491468141,0,1,0.00015454594293551568,0.012509570276173327,,,,,,,,,,,,,,,,,,,,
case_983e364db659a78f,calibration_noul_negation,152.04187505878508,132,0,negation,medium,39.0,target,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,,,,,,,,,,,,,,,
case_ce787b8efa0b133a,calibration_noul_negation,111.98454210534692,123,0,negation,medium,40.0,target,noul,1,0.9998415637808975,0.9998415637808975,1,1,2.5102035523494734e-08,0.00015844877144610778,,,,,,,,,,,,,,,,,,,,
case_6a2c3f931538d917,calibration_noul_negation,112.2673328500241,123,0,negation,medium,41.0,target,noul,1,0.9997694932780068,0.9997694932780068,1,1,5.313334888405346e-08,0.00023053329275088595,,,,,,,,,,,,,,,,,,,,
case_1b30bd76e3ad9e67,calibration_noul_negation,112.47916705906391,125,0,negation,medium,42.0,target,noul,1,0.9998204720306533,0.9998204720306533,1,1,3.2230291777759226e-08,0.00017954408642162156,,,,,,,,,,,,,,,,,,,,
case_ce028a7bd639f627,calibration_noul_negation,112.17008391395211,123,0,negation,medium,43.0,target,noul,1,0.9998204720306533,0.9998204720306533,1,1,3.2230291777759226e-08,0.00017954408642162156,,,,,,,,,,,,,,,,,,,,
case_9c01de1fccfb8bd5,calibration_noul_negation,152.17583300545812,132,0,negation,medium,44.0,target,noul,0,0.014063627043245474,0.9859363729567545,0,1,0.00019778560561150543,0.014163456931504987,,,,,,,,,,,,,,,,,,,,
case_6d37d2e78fc4a151,calibration_noul_negation,112.73266701027751,125,0,negation,medium,45.0,target,noul,1,0.9997694932780068,0.9997694932780068,1,1,5.313334888405346e-08,0.00023053329275088595,,,,,,,,,,,,,,,,,,,,
case_10c314883270fcca,calibration_noul_negation,158.12874981202185,134,0,negation,medium,46.0,target,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,,,,,,,,,,,,,,,
case_1cd2086c45e12ccd,calibration_noul_negation,158.6731669958681,134,0,negation,medium,47.0,target,noul,0,0.02297736991002561,0.9770226300899744,0,1,0.0005279595279821503,0.02324546437242505,,,,,,,,,,,,,,,,,,,,
case_f054086c6b291457,calibration_noul_negation,152.73645799607038,132,0,negation,medium,48.0,target,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,,,,,,,,,,,,,,,
case_fefb2bb1f04cd693,calibration_noul_negation,157.94537495821714,134,0,negation,medium,49.0,target,noul,0,0.02297736991002561,0.9770226300899744,0,1,0.0005279595279821503,0.02324546437242505,,,,,,,,,,,,,,,,,,,,
case_73bebc964f8533e3,calibration_choice,163.68166590109468,175,0,support_routing,easy,0.0,target,choice,technical,,0.9987873458689822,technical,1,2.839475358777753e-06,0.0012133899909944409,0.9987873458689822,0.006897384580121573,0.9987873458689822,,,,,,,,,,,,,,,,,
case_7205126ae5dea775,calibration_choice,163.34325005300343,178,0,support_routing,easy,1.0,target,choice,shipping,,0.9939073697330171,shipping,1,7.206536829886047e-05,0.006111266071368592,0.9939073697330171,0.0274793433018056,0.9939073697330171,,,,,,,,,,,,,,,,,
case_2d172671e0931a45,calibration_choice,164.83995807357132,175,0,support_routing,easy,2.0,target,choice,technical,,0.9987873458689822,technical,1,2.839475358777753e-06,0.0012133899909944409,0.9987873458689822,0.006897384580121573,0.9987873458689822,,,,,,,,,,,,,,,,,
case_b5954623a8397f65,calibration_choice,166.83458304032683,178,0,support_routing,easy,3.0,target,choice,billing,,0.9999685037488446,billing,1,1.5251492863888659e-09,3.149674717272758e-05,0.9999685037488446,0.00027569318724118564,0.9999685037488446,,,,,,,,,,,,,,,,,
case_e03c4e8782207909,calibration_choice,164.76591699756682,176,0,support_routing,easy,4.0,target,choice,billing,,0.9999818502347629,billing,1,5.192230989085377e-10,1.8149929946045278e-05,0.9999818502347629,0.00016522724962916705,0.9999818502347629,,,,,,,,,,,,,,,,,
case_ed688784f8f1e87c,calibration_choice,163.66670816205442,176,0,support_routing,easy,5.0,target,choice,billing,,0.9999818502347629,billing,1,5.192230989085377e-10,1.8149929946045278e-05,0.9999818502347629,0.00016522724962916705,0.9999818502347629,,,,,,,,,,,,,,,,,
case_cfe33822927778a3,calibration_choice,164.19683280400932,176,0,support_routing,easy,6.0,target,choice,billing,,0.9999818502347629,billing,1,5.192230989085377e-10,1.8149929946045278e-05,0.9999818502347629,0.00016522724962916705,0.9999818502347629,,,,,,,,,,,,,,,,,
case_aae3eedb1354c709,calibration_choice,165.32787517644465,178,0,support_routing,easy,7.0,target,choice,technical,,0.9994311426111202,technical,1,6.293316503197493e-07,0.0005690192496309373,0.9994311426111202,0.0035347593609967227,0.9994311426111202,,,,,,,,,,,,,,,,,
case_7be028523bd9b255,calibration_choice,164.20529200695455,175,0,support_routing,easy,8.0,target,choice,technical,,0.9995518168979594,technical,1,3.864664206958955e-07,0.0004482835661057743,0.9995518168979594,0.002875240871976894,0.9995518168979594,,,,,,,,,,,,,,,,,
case_fde1eefd04cbc63a,calibration_choice,165.72012496180832,178,0,support_routing,easy,9.0,target,choice,shipping,,0.9939073697330171,shipping,1,7.206536829886047e-05,0.006111266071368592,0.9939073697330171,0.0274793433018056,0.9939073697330171,,,,,,,,,,,,,,,,,
case_9e54b4b6e987773a,calibration_choice,164.0840421896428,178,0,support_routing,easy,10.0,target,choice,shipping,,0.9939073697330171,shipping,1,7.206536829886047e-05,0.006111266071368592,0.9939073697330171,0.0274793433018056,0.9939073697330171,,,,,,,,,,,,,,,,,
case_e8f2b95746f7e5cc,calibration_choice,164.4054159987718,174,0,support_routing,easy,11.0,target,choice,account,,0.9958737861536211,account,1,3.359244678579327e-05,0.004134750156584885,0.9958737861536211,0.019539134985690366,0.9958737861536211,,,,,,,,,,,,,,,,,
case_27c95142b2acd9f7,calibration_choice,164.01395783759654,178,0,support_routing,easy,12.0,target,choice,billing,,0.9999685037488446,billing,1,1.5251492863888659e-09,3.149674717272758e-05,0.9999685037488446,0.00027569318724118564,0.9999685037488446,,,,,,,,,,,,,,,,,
case_7336b6b72b529918,calibration_choice,165.4325828421861,176,0,support_routing,easy,13.0,target,choice,shipping,,0.9931422036825374,shipping,1,9.182379909618334e-05,0.006881419064567519,0.9931422036825374,0.0302183795720566,0.9931422036825374,,,,,,,,,,,,,,,,,
case_5192eb7b8c0d51d9,calibration_choice,164.7960830014199,178,0,support_routing,easy,14.0,target,choice,billing,,0.9999685037488446,billing,1,1.5251492863888659e-09,3.149674717272758e-05,0.9999685037488446,0.00027569318724118564,0.9999685037488446,,,,,,,,,,,,,,,,,
