case_id,experiment,latency_ms,input_tokens,output_tokens,meta_family,meta_target_probability,meta_probability_bin,meta_index,question_id,type,label,p_true,confidence_top,target_probability,prob_error,prob_abs_error,prob_sq_error,target_kl,meta_prior,meta_tpr,meta_fpr,meta_signal_positive,meta_hidden_label,pred,correct,brier,nll,meta_a_positive,meta_b_positive,meta_conflicting,meta_group,meta_variant,meta_observed_signal,meta_target_entropy,reported_confidence,entropy_norm,p_label,target_distribution_json,pred_distribution_json,distribution_tv,distribution_jsd,soft_brier,meta_repetition
case_319fec3b9d79394f,prob_explicit_randomness,12.578083202242851,80,0,quality_lot,0.75,0.75,14.0,target,noul,,0.5236,0.5236,0.75,-0.22640000000000005,0.22640000000000005,0.05125696000000002,0.10830964946623384,,,,,,,,,,,,,,,,,,,,,,,,,
case_9adf334cdf830864,prob_explicit_randomness,12.367957970127463,84,0,random_record,0.8,0.8,15.0,target,noul,,0.5014,0.5014,0.8,-0.2986000000000001,0.2986000000000001,0.08916196000000005,0.1910686726467034,,,,,,,,,,,,,,,,,,,,,,,,,
case_bb3602bb9db0c170,prob_explicit_randomness,12.383125023916364,81,0,bag,0.85,0.85,16.0,target,noul,,0.6511,0.6511,0.85,-0.19889999999999997,0.19889999999999997,0.039561209999999986,0.09996463474084288,,,,,,,,,,,,,,,,,,,,,,,,,
case_659cf38e7e89ea90,prob_explicit_randomness,12.45129108428955,84,0,tickets,0.9,0.9,17.0,target,noul,,0.5317,0.5317,0.9,-0.36830000000000007,0.36830000000000007,0.13564489000000005,0.31928991551247576,,,,,,,,,,,,,,,,,,,,,,,,,
case_c5b5cc01e0839c1e,prob_explicit_randomness,12.501333141699433,80,0,quality_lot,0.95,0.95,18.0,target,noul,,0.5468,0.5468,0.95,-0.4032,0.4032,0.16257024,0.4145444095712671,,,,,,,,,,,,,,,,,,,,,,,,,
case_268e3fc720f2ea74,prob_explicit_randomness,12.54604198038578,84,0,random_record,0.05,0.05,19.0,target,noul,,0.488,0.512,0.05,0.438,0.438,0.191844,0.4733158715560746,,,,,,,,,,,,,,,,,,,,,,,,,
case_fa150babec70a24b,prob_explicit_randomness,12.818416813388467,81,0,bag,0.1,0.1,20.0,target,noul,,0.5911,0.5911,0.1,0.4911,0.4911,0.24117920999999998,0.5323502201741195,,,,,,,,,,,,,,,,,,,,,,,,,
case_f07923776609a073,prob_explicit_randomness,12.60612509213388,84,0,tickets,0.15,0.15,21.0,target,noul,,0.5278,0.5278,0.15,0.3778,0.3778,0.14273284000000003,0.310946346612062,,,,,,,,,,,,,,,,,,,,,,,,,
case_8cc18d82e1d8e74e,prob_explicit_randomness,12.717874953523278,80,0,quality_lot,0.2,0.2,22.0,target,noul,,0.4868,0.5132,0.2,0.2868,0.2868,0.08225424,0.17724967702808972,,,,,,,,,,,,,,,,,,,,,,,,,
case_5aa973a61b504184,prob_explicit_randomness,12.557333102449775,84,0,random_record,0.25,0.25,23.0,target,noul,,0.482,0.518,0.25,0.23199999999999998,0.23199999999999998,0.05382399999999999,0.11345267415606633,,,,,,,,,,,,,,,,,,,,,,,,,
case_9f22f26571b597fc,prob_explicit_randomness,12.605041963979602,81,0,bag,0.3,0.3,24.0,target,noul,,0.6336,0.6336,0.3,0.33360000000000006,0.33360000000000006,0.11128896000000005,0.22885768181719607,,,,,,,,,,,,,,,,,,,,,,,,,
case_5bdf244e42d73f57,prob_explicit_randomness,12.410750146955252,84,0,tickets,0.35,0.35,25.0,target,noul,,0.5184,0.5184,0.35,0.1684,0.1684,0.028358559999999998,0.05742310808768453,,,,,,,,,,,,,,,,,,,,,,,,,
case_86a7a12c1fd23fb0,prob_explicit_randomness,12.648666044697165,80,0,quality_lot,0.4,0.4,26.0,target,noul,,0.5055,0.5055,0.4,0.10549999999999993,0.10549999999999993,0.011130249999999984,0.022396105951010048,,,,,,,,,,,,,,,,,,,,,,,,,
case_6f1497407fa4bef7,prob_explicit_randomness,12.725583044812083,84,0,random_record,0.45,0.45,27.0,target,noul,,0.4646,0.5354,0.45,0.014600000000000002,0.014600000000000002,0.00021316000000000005,0.00042912401977096906,,,,,,,,,,,,,,,,,,,,,,,,,
case_31370c9b6dcdc0f1,prob_explicit_randomness,12.574458960443735,81,0,bag,0.5,0.5,28.0,target,noul,,0.6153,0.6153,0.5,0.11529999999999996,0.11529999999999996,0.013294089999999991,0.02732121666984473,,,,,,,,,,,,,,,,,,,,,,,,,
case_5ecc05a04e9d3a0a,prob_explicit_randomness,12.586208991706371,84,0,tickets,0.55,0.55,29.0,target,noul,,0.5587,0.5587,0.55,0.00869999999999993,0.00869999999999993,7.568999999999878e-05,0.00015329188876619937,,,,,,,,,,,,,,,,,,,,,,,,,
case_df239b836beba9cb,prob_explicit_randomness,12.526958016678691,80,0,quality_lot,0.6,0.6,30.0,target,noul,,0.519,0.519,0.6,-0.08099999999999996,0.08099999999999996,0.006560999999999994,0.013254374031042918,,,,,,,,,,,,,,,,,,,,,,,,,
case_2c56f286e1ebe9e6,prob_explicit_randomness,12.61416682973504,84,0,random_record,0.65,0.65,31.0,target,noul,,0.4821,0.5179,0.65,-0.16790000000000005,0.16790000000000005,0.028190410000000016,0.057086364329533845,,,,,,,,,,,,,,,,,,,,,,,,,
case_17fada2ab0ee3d5e,prob_explicit_randomness,12.503917096182704,81,0,bag,0.7,0.7,32.0,target,noul,,0.642,0.642,0.7,-0.05799999999999994,0.05799999999999994,0.0033639999999999933,0.007519268424060643,,,,,,,,,,,,,,,,,,,,,,,,,
case_343ef03dbb14d11f,prob_explicit_randomness,12.41600001230836,84,0,tickets,0.75,0.75,33.0,target,noul,,0.6036,0.6036,0.75,-0.14639999999999997,0.14639999999999997,0.021432959999999994,0.04763038857910008,,,,,,,,,,,,,,,,,,,,,,,,,
case_a521c9417523f788,prob_explicit_randomness,12.515333015471697,80,0,quality_lot,0.8,0.8,34.0,target,noul,,0.546,0.546,0.8,-0.254,0.254,0.064516,0.14163823523975552,,,,,,,,,,,,,,,,,,,,,,,,,
case_77a0f7c1def80583,prob_explicit_randomness,12.412749929353595,84,0,random_record,0.85,0.85,35.0,target,noul,,0.4391,0.5609,0.85,-0.4109,0.4109,0.16883880999999998,0.3635966947664815,,,,,,,,,,,,,,,,,,,,,,,,,
case_46f22a3170335f3d,prob_explicit_randomness,12.493999907746911,81,0,bag,0.9,0.9,36.0,target,noul,,0.6652,0.6652,0.9,-0.2348,0.2348,0.055131040000000006,0.15123999914226155,,,,,,,,,,,,,,,,,,,,,,,,,
case_2fd67c5e05b3dbc1,prob_explicit_randomness,12.448999797925353,84,0,tickets,0.95,0.95,37.0,target,noul,,0.533,0.533,0.95,-0.4169999999999999,0.4169999999999999,0.17388899999999993,0.43732821979526715,,,,,,,,,,,,,,,,,,,,,,,,,
case_e137d28d530cd017,prob_explicit_randomness,12.461083009839058,80,0,quality_lot,0.05,0.05,38.0,target,noul,,0.4535,0.5465,0.05,0.4035,0.4035,0.16281225000000002,0.4150326799227413,,,,,,,,,,,,,,,,,,,,,,,,,
case_ba6b6fc3062415d9,prob_explicit_randomness,12.487125117331743,84,0,random_record,0.1,0.1,39.0,target,noul,,0.4502,0.5498000000000001,0.1,0.35019999999999996,0.35019999999999996,0.12264003999999996,0.2931039945853947,,,,,,,,,,,,,,,,,,,,,,,,,
case_29d64dd154e1e8a1,prob_explicit_randomness,12.38287496380508,81,0,bag,0.15,0.15,40.0,target,noul,,0.6379,0.6379,0.15,0.4879,0.4879,0.23804641,0.5081866072331036,,,,,,,,,,,,,,,,,,,,,,,,,
case_30109b0f0f19de42,prob_explicit_randomness,12.518249917775393,84,0,tickets,0.2,0.2,41.0,target,noul,,0.5408,0.5408,0.2,0.34079999999999994,0.34079999999999994,0.11614463999999995,0.24515427449391297,,,,,,,,,,,,,,,,,,,,,,,,,
case_d7729665ba53c7bf,prob_explicit_randomness,12.552832951769233,80,0,quality_lot,0.25,0.25,42.0,target,noul,,0.4792,0.5207999999999999,0.25,0.22920000000000001,0.22920000000000001,0.052532640000000005,0.11086605449224929,,,,,,,,,,,,,,,,,,,,,,,,,
case_f2f797955f7a74ad,prob_explicit_randomness,12.526375008746982,84,0,random_record,0.3,0.3,43.0,target,noul,,0.4756,0.5244,0.3,0.17560000000000003,0.17560000000000003,0.030835360000000013,0.06393950115957411,,,,,,,,,,,,,,,,,,,,,,,,,
case_b1f4c92f133ba253,prob_explicit_randomness,12.569791870191693,81,0,bag,0.35,0.35,44.0,target,noul,,0.6284,0.6284,0.35,0.2784,0.2784,0.07750655999999999,0.15861501820319718,,,,,,,,,,,,,,,,,,,,,,,,,
case_94835fe347806c12,prob_explicit_randomness,12.620416935533285,84,0,tickets,0.4,0.4,45.0,target,noul,,0.5659,0.5659,0.4,0.16589999999999994,0.16589999999999994,0.027522809999999977,0.055411704930160566,,,,,,,,,,,,,,,,,,,,,,,,,
case_614599b165bfad44,prob_explicit_randomness,12.443792074918747,80,0,quality_lot,0.45,0.45,46.0,target,noul,,0.4642,0.5358,0.45,0.01419999999999999,0.01419999999999999,0.00020163999999999973,0.00040596662961751157,,,,,,,,,,,,,,,,,,,,,,,,,
case_812e94a369dd74c2,prob_explicit_randomness,12.543833116069436,84,0,random_record,0.5,0.5,47.0,target,noul,,0.4704,0.5296000000000001,0.5,-0.029600000000000015,0.029600000000000015,0.0008761600000000009,0.0017553978185839147,,,,,,,,,,,,,,,,,,,,,,,,,
case_549737045029ffb5,prob_explicit_randomness,12.525083962827921,81,0,bag,0.55,0.55,48.0,target,noul,,0.6324,0.6324,0.55,0.08239999999999992,0.08239999999999992,0.006789759999999987,0.014231381617434827,,,,,,,,,,,,,,,,,,,,,,,,,
case_ddd83878f5af71da,prob_explicit_randomness,12.479499913752079,84,0,tickets,0.6,0.6,49.0,target,noul,,0.5618,0.5618,0.6,-0.03820000000000001,0.03820000000000001,0.001459240000000001,0.0029858923062481765,,,,,,,,,,,,,,,,,,,,,,,,,
case_a7990421f5abe338,prob_explicit_randomness,12.443624902516603,80,0,quality_lot,0.65,0.65,50.0,target,noul,,0.5251,0.5251,0.65,-0.12490000000000001,0.12490000000000001,0.015600010000000003,0.03188948208474909,,,,,,,,,,,,,,,,,,,,,,,,,
case_397b7f1955921207,prob_explicit_randomness,12.40045903250575,84,0,random_record,0.7,0.7,51.0,target,noul,,0.4535,0.5465,0.7,-0.24649999999999994,0.24649999999999994,0.06076224999999997,0.12393399595363169,,,,,,,,,,,,,,,,,,,,,,,,,
case_eea460d58a803311,prob_explicit_randomness,12.707250192761421,81,0,bag,0.75,0.75,52.0,target,noul,,0.6467,0.6467,0.75,-0.10329999999999995,0.10329999999999995,0.010670889999999988,0.024678864432643458,,,,,,,,,,,,,,,,,,,,,,,,,
case_75de3332be05caef,prob_explicit_randomness,12.734625022858381,84,0,tickets,0.8,0.8,53.0,target,noul,,0.5365,0.5365,0.8,-0.26350000000000007,0.26350000000000007,0.06943225000000003,0.15153832878616477,,,,,,,,,,,,,,,,,,,,,,,,,
case_bc2a55bef1dbd8a5,prob_explicit_randomness,12.58454192429781,80,0,quality_lot,0.85,0.85,54.0,target,noul,,0.5121,0.5121,0.85,-0.3379,0.3379,0.11417640999999999,0.2537876904546485,,,,,,,,,,,,,,,,,,,,,,,,,
case_77cb7a7de0257674,prob_explicit_randomness,12.436125194653869,84,0,random_record,0.9,0.9,55.0,target,noul,,0.4621,0.5379,0.9,-0.4379,0.4379,0.19175641000000002,0.43170185257417054,,,,,,,,,,,,,,,,,,,,,,,,,
case_ac67adc9a4f34c82,prob_explicit_randomness,12.586292112246156,81,0,bag,0.95,0.95,56.0,target,noul,,0.646,0.646,0.95,-0.30399999999999994,0.30399999999999994,0.09241599999999996,0.2685156613861039,,,,,,,,,,,,,,,,,,,,,,,,,
case_9a7d7e59125b3052,prob_explicit_randomness,12.388207949697971,84,0,tickets,0.05,0.05,57.0,target,noul,,0.5726,0.5726,0.05,0.5226,0.5226,0.27311075999999995,0.6368963402622687,,,,,,,,,,,,,,,,,,,,,,,,,
case_079a7d21926ae3f3,prob_explicit_randomness,12.436666060239077,80,0,quality_lot,0.1,0.1,58.0,target,noul,,0.4653,0.5347,0.1,0.36529999999999996,0.36529999999999996,0.13344408999999996,0.31486881194641136,,,,,,,,,,,,,,,,,,,,,,,,,
case_ef99ca68328e483e,prob_explicit_randomness,12.372124940156937,84,0,random_record,0.15,0.15,59.0,target,noul,,0.4539,0.5461,0.15,0.30390000000000006,0.30390000000000006,0.09235521000000003,0.20998286197239127,,,,,,,,,,,,,,,,,,,,,,,,,
case_74c5e0c73746c998,prob_explicit_randomness,12.585249962285161,81,0,bag,0.2,0.2,60.0,target,noul,,0.6389,0.6389,0.2,0.4389,0.4389,0.19263321,0.4040793232955602,,,,,,,,,,,,,,,,,,,,,,,,,
case_79237fc80e343cc1,prob_explicit_randomness,13.009415939450264,84,0,tickets,0.25,0.25,61.0,target,noul,,0.5514,0.5514,0.25,0.3014,0.3014,0.09084196,0.1877062931513237,,,,,,,,,,,,,,,,,,,,,,,,,
case_871fd8ac0bda695e,prob_explicit_randomness,12.448125053197145,80,0,quality_lot,0.3,0.3,62.0,target,noul,,0.4541,0.5459,0.3,0.15410000000000001,0.15410000000000001,0.023746810000000004,0.0496906793446735,,,,,,,,,,,,,,,,,,,,,,,,,
case_d3a1e2c3875f4b16,prob_explicit_randomness,12.59362488053739,84,0,random_record,0.35,0.35,63.0,target,noul,,0.4912,0.5087999999999999,0.35,0.14120000000000005,0.14120000000000005,0.019937440000000015,0.040574900239135236,,,,,,,,,,,,,,,,,,,,,,,,,
case_962d3a849726cc62,prob_explicit_randomness,12.466541957110167,81,0,bag,0.4,0.4,64.0,target,noul,,0.6329,0.6329,0.4,0.2329,0.2329,0.05424241,0.1112380649587035,,,,,,,,,,,,,,,,,,,,,,,,,
case_4516f435857d0aed,prob_explicit_randomness,12.531999964267015,84,0,tickets,0.45,0.45,65.0,target,noul,,0.5314,0.5314,0.45,0.08139999999999997,0.08139999999999997,0.006625959999999996,0.01327246093144531,,,,,,,,,,,,,,,,,,,,,,,,,
case_3cf9e7cc27d48804,prob_explicit_randomness,12.397582875564694,80,0,quality_lot,0.5,0.5,66.0,target,noul,,0.4884,0.5116,0.5,-0.0116,0.0116,0.00013455999999999999,0.0002691924515730061,,,,,,,,,,,,,,,,,,,,,,,,,
case_e868724f9f1631f0,prob_explicit_randomness,12.483416823670268,84,0,random_record,0.55,0.55,67.0,target,noul,,0.454,0.546,0.55,-0.09600000000000003,0.09600000000000003,0.009216000000000005,0.018484467260599893,,,,,,,,,,,,,,,,,,,,,,,,,
case_a63738edcdcc3472,prob_explicit_randomness,12.4356250744313,81,0,bag,0.6,0.6,68.0,target,noul,,0.6425,0.6425,0.6,0.04249999999999998,0.04249999999999998,0.0018062499999999984,0.00386937705763072,,,,,,,,,,,,,,,,,,,,,,,,,
case_d02c090ec905634d,prob_explicit_randomness,12.571166036650538,84,0,tickets,0.65,0.65,69.0,target,noul,,0.5528,0.5528,0.65,-0.09720000000000006,0.09720000000000006,0.009447840000000013,0.019508990208444196,,,,,,,,,,,,,,,,,,,,,,,,,
case_dbd7ad8d566af87d,prob_explicit_randomness,12.448084075003862,80,0,quality_lot,0.7,0.7,70.0,target,noul,,0.5412,0.5412,0.7,-0.15879999999999994,0.15879999999999994,0.02521743999999998,0.05265443394303576,,,,,,,,,,,,,,,,,,,,,,,,,
case_bdc12904ce898b4b,prob_explicit_randomness,12.493832968175411,84,0,random_record,0.75,0.75,71.0,target,noul,,0.4411,0.5589,0.75,-0.3089,0.3089,0.09541921,0.1969737874612451,,,,,,,,,,,,,,,,,,,,,,,,,
case_4002f86309e5ba88,prob_explicit_randomness,12.431208975613117,81,0,bag,0.8,0.8,72.0,target,noul,,0.6486,0.6486,0.8,-0.1514000000000001,0.1514000000000001,0.022921960000000026,0.05511486519477575,,,,,,,,,,,,,,,,,,,,,,,,,
case_a266661b17e71a96,prob_explicit_randomness,12.483624974265695,84,0,tickets,0.85,0.85,73.0,target,noul,,0.5911,0.5911,0.85,-0.2589,0.2589,0.06702921,0.15833817041478138,,,,,,,,,,,,,,,,,,,,,,,,,
case_09682ffbd540fbb0,prob_explicit_randomness,12.41200021468103,80,0,quality_lot,0.9,0.9,74.0,target,noul,,0.5314,0.5314,0.9,-0.36860000000000004,0.36860000000000004,0.13586596000000004,0.3197338229901775,,,,,,,,,,,,,,,,,,,,,,,,,
case_db8b5529089766e9,prob_explicit_randomness,12.4568329192698,84,0,random_record,0.95,0.95,75.0,target,noul,,0.3996,0.6004,0.95,-0.5504,0.5504,0.30294016,0.6984193862126206,,,,,,,,,,,,,,,,,,,,,,,,,
case_3a90ba9a8272dae6,prob_explicit_randomness,12.466917047277093,81,0,bag,0.05,0.05,76.0,target,noul,,0.575,0.575,0.05,0.5249999999999999,0.5249999999999999,0.2756249999999999,0.6420368231182008,,,,,,,,,,,,,,,,,,,,,,,,,
case_43244848325ccc5b,prob_explicit_randomness,12.68837507814169,84,0,tickets,0.1,0.1,77.0,target,noul,,0.5551,0.5551,0.1,0.45510000000000006,0.45510000000000006,0.20711601000000004,0.46269289379028095,,,,,,,,,,,,,,,,,,,,,,,,,
case_ca79f2a750999b99,prob_explicit_randomness,12.613791972398758,80,0,quality_lot,0.15,0.15,78.0,target,noul,,0.4574,0.5426,0.15,0.3074,0.3074,0.09449476000000001,0.2142959087467374,,,,,,,,,,,,,,,,,,,,,,,,,
case_76402782784b5ef7,prob_explicit_randomness,12.515458045527339,84,0,random_record,0.2,0.2,79.0,target,noul,,0.4723,0.5277000000000001,0.2,0.2723,0.2723,0.07414728999999999,0.1610076277342371,,,,,,,,,,,,,,,,,,,,,,,,,
case_7ab7722424589c1a,prob_explicit_randomness,12.586541008204222,81,0,bag,0.25,0.25,80.0,target,noul,,0.6373,0.6373,0.25,0.3873,0.3873,0.15000128999999998,0.3109279740666241,,,,,,,,,,,,,,,,,,,,,,,,,
case_8aef59f2d6117962,prob_explicit_randomness,12.401999905705452,84,0,tickets,0.3,0.3,81.0,target,noul,,0.5516,0.5516,0.3,0.2516,0.2516,0.06330256,0.12906404931289617,,,,,,,,,,,,,,,,,,,,,,,,,
case_521d8328ed3b7f8e,prob_explicit_randomness,12.57675001397729,80,0,quality_lot,0.35,0.35,82.0,target,noul,,0.4735,0.5265,0.35,0.1235,0.1235,0.01525225,0.031192105005238502,,,,,,,,,,,,,,,,,,,,,,,,,
case_cdc33f7f1f79dd3e,prob_explicit_randomness,12.482000049203634,84,0,random_record,0.4,0.4,83.0,target,noul,,0.4447,0.5553,0.4,0.04469999999999996,0.04469999999999996,0.0019980899999999966,0.004078548017683398,,,,,,,,,,,,,,,,,,,,,,,,,
case_c576c7a97388e9a8,prob_explicit_randomness,12.475167168304324,81,0,bag,0.45,0.45,84.0,target,noul,,0.6215,0.6215,0.45,0.17150000000000004,0.17150000000000004,0.029412250000000015,0.06023646525807716,,,,,,,,,,,,,,,,,,,,,,,,,
case_bb2aeae661b2375b,prob_explicit_randomness,12.472916161641479,84,0,tickets,0.5,0.5,85.0,target,noul,,0.5892,0.5892,0.5,0.08919999999999995,0.08919999999999995,0.00795663999999999,0.016172017100752528,,,,,,,,,,,,,,,,,,,,,,,,,
case_49073f20d2de7857,prob_explicit_randomness,12.549499981105328,80,0,quality_lot,0.55,0.55,86.0,target,noul,,0.517,0.517,0.55,-0.03300000000000003,0.03300000000000003,0.0010890000000000019,0.0021853901452548383,,,,,,,,,,,,,,,,,,,,,,,,,
case_98fc40c8143393c0,prob_explicit_randomness,12.540291994810104,84,0,random_record,0.6,0.6,87.0,target,noul,,0.4698,0.5302,0.6,-0.13019999999999998,0.13019999999999998,0.016952039999999995,0.03405765109602314,,,,,,,,,,,,,,,,,,,,,,,,,
case_b72361c845ef026b,prob_explicit_randomness,12.520040851086378,81,0,bag,0.65,0.65,88.0,target,noul,,0.6509,0.6509,0.65,0.0009000000000000119,0.0009000000000000119,8.100000000000215e-07,1.781632735912129e-06,,,,,,,,,,,,,,,,,,,,,,,,,
case_80b20efc71929707,prob_explicit_randomness,12.435666983947158,84,0,tickets,0.7,0.7,89.0,target,noul,,0.5555,0.5555,0.7,-0.14449999999999996,0.14449999999999996,0.02088024999999999,0.043897934085276535,,,,,,,,,,,,,,,,,,,,,,,,,
case_8086b755526a7376,prob_explicit_randomness,12.346499832347035,80,0,quality_lot,0.75,0.75,90.0,target,noul,,0.5254,0.5254,0.75,-0.22460000000000002,0.22460000000000002,0.05044516000000001,0.10668214042433322,,,,,,,,,,,,,,,,,,,,,,,,,
case_4a184c1aab436860,prob_explicit_randomness,12.441875180229545,84,0,random_record,0.8,0.8,91.0,target,noul,,0.5014,0.5014,0.8,-0.2986000000000001,0.2986000000000001,0.08916196000000005,0.1910686726467034,,,,,,,,,,,,,,,,,,,,,,,,,
case_cde18a4268ecdce9,prob_explicit_randomness,12.461500009521842,81,0,bag,0.85,0.85,92.0,target,noul,,0.6386,0.6386,0.85,-0.21140000000000003,0.21140000000000003,0.044689960000000015,0.11116184621384753,,,,,,,,,,,,,,,,,,,,,,,,,
case_fbb03a5431edf73c,prob_explicit_randomness,12.57358305156231,84,0,tickets,0.9,0.9,93.0,target,noul,,0.6025,0.6025,0.9,-0.2975,0.2975,0.08850625,0.2231739133529211,,,,,,,,,,,,,,,,,,,,,,,,,
case_6ebd1b0867726e54,prob_explicit_randomness,12.418458005413413,80,0,quality_lot,0.95,0.95,94.0,target,noul,,0.563,0.563,0.95,-0.387,0.387,0.149769,0.38862772914877913,,,,,,,,,,,,,,,,,,,,,,,,,
case_f35dffc7cf71eb75,prob_explicit_randomness,12.397625017911196,84,0,random_record,0.05,0.05,95.0,target,noul,,0.403,0.597,0.05,0.35300000000000004,0.35300000000000004,0.12460900000000003,0.33697194981595835,,,,,,,,,,,,,,,,,,,,,,,,,
case_663b99696cde8034,prob_explicit_randomness,12.425707885995507,81,0,bag,0.1,0.1,96.0,target,noul,,0.5911,0.5911,0.1,0.4911,0.4911,0.24117920999999998,0.5323502201741195,,,,,,,,,,,,,,,,,,,,,,,,,
case_9d7616d55000e34a,prob_explicit_randomness,12.59979186579585,84,0,tickets,0.15,0.15,97.0,target,noul,,0.5278,0.5278,0.15,0.3778,0.3778,0.14273284000000003,0.310946346612062,,,,,,,,,,,,,,,,,,,,,,,,,
case_eadef4b07ec612dd,prob_explicit_randomness,12.41762493737042,80,0,quality_lot,0.2,0.2,98.0,target,noul,,0.4509,0.5490999999999999,0.2,0.2509,0.2509,0.06295081000000001,0.13847927893068007,,,,,,,,,,,,,,,,,,,,,,,,,
case_e31ac100680fecc8,prob_explicit_randomness,12.140915961936116,84,0,random_record,0.25,0.25,99.0,target,noul,,0.4537,0.5463,0.25,0.2037,0.2037,0.04149369,0.08868488114459516,,,,,,,,,,,,,,,,,,,,,,,,,
case_bd51f45f25dbf78c,prob_explicit_randomness,12.407667003571987,81,0,bag,0.3,0.3,100.0,target,noul,,0.6336,0.6336,0.3,0.33360000000000006,0.33360000000000006,0.11128896000000005,0.22885768181719607,,,,,,,,,,,,,,,,,,,,,,,,,
case_745ca4a263f5c4af,prob_explicit_randomness,13.050958048552275,84,0,tickets,0.35,0.35,101.0,target,noul,,0.5184,0.5184,0.35,0.1684,0.1684,0.028358559999999998,0.05742310808768453,,,,,,,,,,,,,,,,,,,,,,,,,
