case_id,experiment,latency_ms,input_tokens,output_tokens,meta_question_count,question_id,type,label,p_true,confidence_top,pred,correct,brier,nll,meta_cardinality,reported_confidence,entropy_norm,p_label,meta_context_chars,meta_evidence_position
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_000,noul,1,0.591,0.591,1,1,0.167281,0.5259392615760389,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_001,noul,0,0.4825,0.5175000000000001,0,1,0.23280625,0.6587457538426128,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_002,noul,1,0.6004,0.6004,1,1,0.15968015999999996,0.51015917922283,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_003,noul,0,0.4169,0.5831,0,1,0.17380561,0.5393965807540269,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_004,noul,1,0.6011,0.6011,1,1,0.15912121,0.5089939689370208,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_005,noul,0,0.3915,0.6085,0,1,0.15327225,0.49675836655455513,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_006,noul,1,0.586,0.586,1,1,0.17139600000000002,0.5344354894051245,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_007,noul,0,0.3965,0.6034999999999999,0,1,0.15721225000000003,0.505009238444551,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_008,noul,1,0.5714,0.5714,1,1,0.18369796,0.5596657891854643,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_009,noul,0,0.3726,0.6274,0,1,0.13883076,0.46617098322555933,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_010,noul,1,0.5751,0.5751,1,1,0.18054001000000006,0.5532113402624287,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_011,noul,0,0.4754,0.5246,0,1,0.22600515999999998,0.6451192115493638,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_012,noul,1,0.5429,0.5429,1,1,0.20894040999999997,0.6108301380707316,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_013,noul,0,0.3008,0.6992,0,1,0.09048064,0.3578184546408113,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_014,noul,1,0.3597,0.6403,0,0,0.40998408999999997,1.0224849282805588,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,573.0038748588413,7728,0,16.0,q_015,noul,0,0.3548,0.6452,0,1,0.12588304,0.4381949327310833,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_000,noul,1,0.591,0.591,1,1,0.167281,0.5259392615760389,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_001,noul,0,0.4825,0.5175000000000001,0,1,0.23280625,0.6587457538426128,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_002,noul,1,0.6004,0.6004,1,1,0.15968015999999996,0.51015917922283,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_003,noul,0,0.4169,0.5831,0,1,0.17380561,0.5393965807540269,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_004,noul,1,0.6011,0.6011,1,1,0.15912121,0.5089939689370208,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_005,noul,0,0.3915,0.6085,0,1,0.15327225,0.49675836655455513,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_006,noul,1,0.586,0.586,1,1,0.17139600000000002,0.5344354894051245,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_007,noul,0,0.3965,0.6034999999999999,0,1,0.15721225000000003,0.505009238444551,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_008,noul,1,0.5714,0.5714,1,1,0.18369796,0.5596657891854643,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_009,noul,0,0.3726,0.6274,0,1,0.13883076,0.46617098322555933,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_010,noul,1,0.5751,0.5751,1,1,0.18054001000000006,0.5532113402624287,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_011,noul,0,0.4754,0.5246,0,1,0.22600515999999998,0.6451192115493638,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_012,noul,1,0.5429,0.5429,1,1,0.20894040999999997,0.6108301380707316,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_013,noul,0,0.3008,0.6992,0,1,0.09048064,0.3578184546408113,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_014,noul,1,0.3597,0.6403,0,0,0.40998408999999997,1.0224849282805588,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_015,noul,0,0.3548,0.6452,0,1,0.12588304,0.4381949327310833,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_016,noul,1,0.4411,0.5589,0,0,0.31236920999999995,0.818483671871243,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_017,noul,0,0.2957,0.7042999999999999,0,1,0.08743849000000001,0.3505508772307725,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_018,noul,1,0.4363,0.5637,0,0,0.31775769,0.829425198852573,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_019,noul,0,0.3467,0.6533,0,1,0.12020089,0.4257188371354324,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_020,noul,1,0.5401,0.5401,1,1,0.21150800999999997,0.6160009713832916,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_021,noul,0,0.396,0.604,0,1,0.156816,0.5041810810473222,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_022,noul,1,0.5089,0.5089,1,1,0.24117920999999998,0.67550374538735,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_023,noul,0,0.3775,0.6225,0,1,0.14250625,0.4740116506432743,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_024,noul,1,0.4835,0.5165,0,0,0.26677224999999993,0.726703964088788,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_025,noul,0,0.3761,0.6239,0,1,0.14145121,0.47176517986539634,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_026,noul,1,0.4688,0.5312,0,0,0.28217344,0.7575790407193342,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_027,noul,0,0.2867,0.7133,0,1,0.08219689000000001,0.33785318969814454,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_028,noul,1,0.4664,0.5336000000000001,0,0,0.2847289600000001,0.7627116439458544,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_029,noul,0,0.3032,0.6968,0,1,0.09193024000000001,0.36125685344384406,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_030,noul,1,0.3701,0.6299,0,0,0.39677401,0.9939820395900268,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,1146.3989580515772,15456,0,32.0,q_031,noul,0,0.3399,0.6601,0,1,0.11553200999999999,0.4153639402874119,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_000,noul,1,0.591,0.591,1,1,0.167281,0.5259392615760389,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_001,noul,0,0.4825,0.5175000000000001,0,1,0.23280625,0.6587457538426128,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_002,noul,1,0.6004,0.6004,1,1,0.15968015999999996,0.51015917922283,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_003,noul,0,0.4169,0.5831,0,1,0.17380561,0.5393965807540269,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_004,noul,1,0.6011,0.6011,1,1,0.15912121,0.5089939689370208,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_005,noul,0,0.3915,0.6085,0,1,0.15327225,0.49675836655455513,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_006,noul,1,0.586,0.586,1,1,0.17139600000000002,0.5344354894051245,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_007,noul,0,0.3965,0.6034999999999999,0,1,0.15721225000000003,0.505009238444551,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_008,noul,1,0.5714,0.5714,1,1,0.18369796,0.5596657891854643,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_009,noul,0,0.3726,0.6274,0,1,0.13883076,0.46617098322555933,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_010,noul,1,0.5751,0.5751,1,1,0.18054001000000006,0.5532113402624287,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_011,noul,0,0.4754,0.5246,0,1,0.22600515999999998,0.6451192115493638,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_012,noul,1,0.5429,0.5429,1,1,0.20894040999999997,0.6108301380707316,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_013,noul,0,0.3008,0.6992,0,1,0.09048064,0.3578184546408113,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_014,noul,1,0.3597,0.6403,0,0,0.40998408999999997,1.0224849282805588,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_015,noul,0,0.3548,0.6452,0,1,0.12588304,0.4381949327310833,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_016,noul,1,0.4411,0.5589,0,0,0.31236920999999995,0.818483671871243,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_017,noul,0,0.2957,0.7042999999999999,0,1,0.08743849000000001,0.3505508772307725,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_018,noul,1,0.4363,0.5637,0,0,0.31775769,0.829425198852573,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_019,noul,0,0.3467,0.6533,0,1,0.12020089,0.4257188371354324,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_020,noul,1,0.5401,0.5401,1,1,0.21150800999999997,0.6160009713832916,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_021,noul,0,0.396,0.604,0,1,0.156816,0.5041810810473222,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_022,noul,1,0.5089,0.5089,1,1,0.24117920999999998,0.67550374538735,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_023,noul,0,0.3775,0.6225,0,1,0.14250625,0.4740116506432743,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_024,noul,1,0.4835,0.5165,0,0,0.26677224999999993,0.726703964088788,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_025,noul,0,0.3761,0.6239,0,1,0.14145121,0.47176517986539634,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_026,noul,1,0.4688,0.5312,0,0,0.28217344,0.7575790407193342,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_027,noul,0,0.2867,0.7133,0,1,0.08219689000000001,0.33785318969814454,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_028,noul,1,0.4664,0.5336000000000001,0,0,0.2847289600000001,0.7627116439458544,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_029,noul,0,0.3032,0.6968,0,1,0.09193024000000001,0.36125685344384406,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_030,noul,1,0.3701,0.6299,0,0,0.39677401,0.9939820395900268,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_031,noul,0,0.3399,0.6601,0,1,0.11553200999999999,0.4153639402874119,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_032,noul,1,0.4491,0.5509,0,0,0.30349080999999994,0.8005096988884447,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_033,noul,0,0.3198,0.6802,0,1,0.10227203999999998,0.3853684064090419,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_034,noul,1,0.4413,0.5587,0,0,0.31214569,0.8180303627066354,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_035,noul,0,0.3159,0.6840999999999999,0,1,0.09979281000000001,0.3796511732151848,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_036,noul,1,0.4372,0.5628,0,0,0.31674383999999994,0.8273645226797536,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_037,noul,0,0.2956,0.7044,0,1,0.08737935999999999,0.3504089023600859,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_038,noul,1,0.4489,0.5510999999999999,0,0,0.3037112099999999,0.8009551331942506,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_039,noul,0,0.3289,0.6711,0,1,0.10817521000000002,0.3988371218179434,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_040,noul,1,0.4852,0.5147999999999999,0,0,0.26501903999999993,0.723194101912242,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_041,noul,0,0.3689,0.6311,0,1,0.13608721000000001,0.46029095039194323,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_042,noul,1,0.463,0.5369999999999999,0,0,0.28836899999999993,0.770028224895903,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_043,noul,0,0.3213,0.6787000000000001,0,1,0.10323368999999999,0.38757607527242427,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_044,noul,1,0.4678,0.5322,0,0,0.28323684,0.7597144248320584,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_045,noul,0,0.3446,0.6554,0,1,0.11874916,0.42250954271742286,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_046,noul,1,0.3862,0.6138,0,0,0.37675044,0.951399908987723,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_047,noul,0,0.2483,0.7517,0,1,0.061652889999999995,0.2854179707987138,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_048,noul,1,0.3269,0.6731,0,0,0.45306361000000006,1.118100965251972,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_049,noul,0,0.2181,0.7819,0,1,0.047567609999999996,0.24602842385166868,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_050,noul,1,0.4095,0.5905,0,0,0.34869025000000003,0.892818375689013,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_051,noul,0,0.2527,0.7473000000000001,0,1,0.06385728999999998,0.29128856804589254,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_052,noul,1,0.3668,0.6332,0,0,0.40094224,1.0029385385998273,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_053,noul,0,0.2517,0.7483,0,1,0.06335289,0.28995131189582424,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_054,noul,1,0.3134,0.6866,0,0,0.47141955999999996,1.1602749490602167,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_055,noul,0,0.3244,0.6756,0,1,0.10523536000000001,0.39215409404849205,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_056,noul,1,0.4177,0.5823,0,0,0.33907329,0.8729918074790074,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_057,noul,0,0.2562,0.7438,0,1,0.06563843999999999,0.29598309749116736,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_058,noul,1,0.3098,0.6901999999999999,0,0,0.4763760399999999,1.1718283509993688,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_059,noul,0,0.2902,0.7098,0,1,0.08421604,0.342772038769741,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_060,noul,1,0.4113,0.5887,0,0,0.34656769,0.8884324037457586,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_061,noul,0,0.2959,0.7041,0,1,0.08755681,0.3508348874570496,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_062,noul,1,0.4578,0.5422,0,0,0.29398084,0.7813228714636707,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,2367.5087499432266,30912,0,64.0,q_063,noul,0,0.2123,0.7877000000000001,0,1,0.04507128999999999,0.23863797227285832,,,,,,
case_7bef76514b74af05,choice_cardinality_scaling,13.446333119645715,83,0,,target,choice,opt_000,,0.8238,opt_000,1,0.06209288,0.19382749698015672,2.0,0.3283,0.6716931002644027,0.8238,,
case_d5cba11e3e715f02,choice_cardinality_scaling,13.646499952301383,119,0,,target,choice,opt_000,,0.7446,opt_000,1,0.08704020999999998,0.2949081175435205,4.0,0.3882,0.611793802951129,0.7446,,
case_062e0743ebad9b91,choice_cardinality_scaling,19.39179189503193,188,0,,target,choice,opt_000,,0.7547,opt_000,1,0.08005593999999998,0.28143495969131427,8.0,0.5578,0.4421782030563889,0.7547,,
case_b5cec4ebfd35506b,choice_cardinality_scaling,27.57687517441809,285,0,,target,choice,opt_000,,1.0,opt_000,1,0.0,-0.0,16.0,1.0,-0.0,1.0,,
case_49ed61db2249a98d,choice_cardinality_scaling,28.75562501139939,269,0,,target,choice,opt_000,,0.4773,opt_006,0,1.3260307,27.631021115928547,32.0,0.5807,0.41922181736574543,0.0,,
case_e246a31e6855c478,choice_cardinality_scaling,29.895374784246087,294,0,,target,choice,opt_000,,0.3273,opt_031,0,1.14116842,27.631021115928547,64.0,0.3662,0.6337375665429731,0.0,,
case_2a13c64cedbbd9b6,choice_cardinality_scaling,51.65191716514528,550,0,,target,choice,opt_000,,0.1726,opt_053,0,1.0668083,27.631021115928547,128.0,0.3304,0.6693359134413621,0.0,,
case_011be8a8d9b4c67d,context_length_position,18.698958912864327,183,0,,target,choice,duplicate_charge,,0.6226,duplicate_charge,1,0.19426193999999997,0.47385102097462917,,0.2357,0.7643291293657484,0.6226,500.0,start
case_6d739305319e6dae,context_length_position,18.69208412244916,184,0,,target,choice,duplicate_charge,,0.6781,duplicate_charge,1,0.14448481999999999,0.38846050929234055,,0.316,0.6839757766372031,0.6781,500.0,middle
case_d86457f043dc3d5e,context_length_position,18.291208893060684,183,0,,target,choice,duplicate_charge,,0.6527,duplicate_charge,1,0.16710735000000004,0.4266376733409654,,0.2813,0.7187890419515606,0.6527,500.0,end
case_c522f4c6bc9fd7e3,context_length_position,42.29112504981458,458,0,,target,choice,duplicate_charge,,0.5731,duplicate_charge,1,0.25613629999999993,0.5566950574244451,,0.2093,0.79066352489499,0.5731,2000.0,start
case_922515adb58b5fe9,context_length_position,42.08483314141631,461,0,,target,choice,duplicate_charge,,0.4626,duplicate_charge,1,0.41008574999999997,0.7708925291847982,,0.1364,0.8635600404853411,0.4626,2000.0,middle
case_3bcf1d046a4a4529,context_length_position,42.527792043983936,458,0,,target,choice,duplicate_charge,,0.5409,duplicate_charge,1,0.29864846999999994,0.6145208601047557,,0.1892,0.8108156370845019,0.5409,2000.0,end
case_a584d4ee46d518ae,context_length_position,86.62350010126829,1024,0,,target,choice,duplicate_charge,,0.576,duplicate_charge,1,0.25283374000000003,0.5516476182862459,,0.2126,0.7874360743932995,0.576,8000.0,start
case_ac4c488939843765,context_length_position,87.2761660721153,1024,0,,target,choice,duplicate_charge,,0.3902,software_bug,0,0.5914956599999999,1.009777574967619,,0.1133,0.8866169313152007,0.3643,8000.0,middle
case_c1549e49facc3dab,context_length_position,86.89499995671213,1024,0,,target,choice,duplicate_charge,,0.4732,software_bug,0,0.8929266400000001,1.5315513737770292,,0.1038,0.8962455109002245,0.2162,8000.0,end
case_c9820226ff7fdb38,context_length_position,89.84674979001284,1024,0,,target,choice,duplicate_charge,,0.576,duplicate_charge,1,0.25283374000000003,0.5516476182862459,,0.2126,0.7874360743932995,0.576,32000.0,start
case_dcc0d92430e5363b,context_length_position,90.35254106856883,1024,0,,target,choice,duplicate_charge,,0.4732,software_bug,0,0.8929266400000001,1.5315513737770292,,0.1038,0.8962455109002245,0.2162,32000.0,middle
case_fc892e5b967174f2,context_length_position,90.88345780037344,1024,0,,target,choice,duplicate_charge,,0.4732,software_bug,0,0.8929266400000001,1.5315513737770292,,0.1038,0.8962455109002245,0.2162,32000.0,end
