provider,experiment,ok,compatibility_status,comparable,question_count,cardinality,context_chars,evidence_position,wall_ms,server_ms,error_type
laya,choice_cardinality_scaling,True,full_input,True,,128.0,,,57.717416901141405,57.717417,
laya,context_length_position,True,full_input,True,,,500.0,start,18.40454200282693,18.404542,
laya,context_length_position,True,full_input,True,,,500.0,middle,18.250750144943595,18.25075,
laya,context_length_position,True,full_input,True,,,500.0,end,18.521000165492296,18.521,
laya,context_length_position,True,full_input,True,,,2000.0,start,49.429915845394135,49.429916,
laya,context_length_position,True,full_input,True,,,2000.0,middle,51.27699999138713,51.277,
laya,context_length_position,True,full_input,True,,,2000.0,end,41.4987918920815,41.498792,
laya,context_length_position,True,truncated_input,False,,,8000.0,start,108.82362513802946,108.823625,
laya,context_length_position,True,truncated_input,False,,,8000.0,middle,85.93224990181625,85.93225,
laya,context_length_position,True,truncated_input,False,,,8000.0,end,85.61029192060232,85.610292,
laya,context_length_position,True,truncated_input,False,,,32000.0,start,89.14791606366634,89.147916,
laya,context_length_position,True,truncated_input,False,,,32000.0,middle,89.26070900633931,89.260709,
laya,context_length_position,True,truncated_input,False,,,32000.0,end,89.31783284060657,89.317833,
jev,parallel_question_scaling,True,,,1.0,,,,858.6630830541253,157.0,
jev,parallel_question_scaling,True,,,2.0,,,,313.7221250217408,103.0,
jev,parallel_question_scaling,True,,,4.0,,,,353.62058295868337,150.0,
jev,parallel_question_scaling,True,,,8.0,,,,286.6446659900248,82.0,
jev,parallel_question_scaling,True,,,16.0,,,,363.5211670771241,110.0,
jev,parallel_question_scaling,True,,,32.0,,,,333.94383382983506,131.0,
jev,parallel_question_scaling,True,,,64.0,,,,410.06324999034405,203.0,
jev,choice_cardinality_scaling,True,,,,2.0,,,300.60874996706843,72.0,
jev,choice_cardinality_scaling,True,,,,4.0,,,281.67858300730586,71.0,
jev,choice_cardinality_scaling,True,,,,8.0,,,280.9950830414891,69.0,
jev,choice_cardinality_scaling,True,,,,16.0,,,282.9986670985818,76.0,
jev,choice_cardinality_scaling,True,,,,32.0,,,330.6871671229601,121.0,
jev,choice_cardinality_scaling,True,,,,64.0,,,276.45150013267994,70.0,
jev,choice_cardinality_scaling,True,,,,128.0,,,292.34270798042417,78.0,
jev,context_length_position,True,,,,,500.0,start,342.42166695185006,99.0,
jev,context_length_position,True,,,,,500.0,middle,325.1045411452651,122.0,
jev,context_length_position,True,,,,,500.0,end,330.3926249500364,119.0,
jev,context_length_position,True,,,,,2000.0,start,393.46454199403524,162.0,
jev,context_length_position,True,,,,,2000.0,middle,318.886750144884,110.0,
jev,context_length_position,True,,,,,2000.0,end,305.35129201598465,100.0,
jev,context_length_position,True,,,,,8000.0,start,421.84337484650314,177.0,
jev,context_length_position,True,,,,,8000.0,middle,322.40733318030834,115.0,
jev,context_length_position,True,,,,,8000.0,end,299.90745801478624,86.0,
jev,context_length_position,True,,,,,32000.0,start,307.65533400699496,99.0,
jev,context_length_position,True,,,,,32000.0,middle,325.7900408934802,113.0,
jev,context_length_position,True,,,,,32000.0,end,365.3472501318902,150.0,
laya,parallel_question_scaling,True,full_input,True,1.0,,,,81.29150001332164,81.2915,
laya,parallel_question_scaling,True,full_input,True,2.0,,,,88.92112481407821,88.921125,
laya,parallel_question_scaling,True,full_input,True,4.0,,,,159.41324993036687,159.41325,
laya,parallel_question_scaling,True,full_input,True,8.0,,,,299.7459580656141,299.745958,
laya,parallel_question_scaling,True,full_input,True,16.0,,,,573.0038748588413,573.003875,
laya,parallel_question_scaling,True,full_input,True,32.0,,,,1146.3989580515772,1146.398958,
laya,parallel_question_scaling,True,full_input,True,64.0,,,,2367.5087499432266,2367.50875,
laya,choice_cardinality_scaling,True,full_input,True,,2.0,,,13.446333119645715,13.446333,
laya,choice_cardinality_scaling,True,full_input,True,,4.0,,,13.646499952301383,13.6465,
laya,choice_cardinality_scaling,True,full_input,True,,8.0,,,19.39179189503193,19.391792,
laya,choice_cardinality_scaling,True,full_input,True,,16.0,,,27.57687517441809,27.576875,
laya,choice_cardinality_scaling,True,full_input,True,,32.0,,,28.75562501139939,28.755625,
laya,choice_cardinality_scaling,True,full_input,True,,64.0,,,29.895374784246087,29.895375,
laya,choice_cardinality_scaling,True,full_input,True,,128.0,,,51.65191716514528,51.651917,
laya,context_length_position,True,full_input,True,,,500.0,start,18.698958912864327,18.698959,
laya,context_length_position,True,full_input,True,,,500.0,middle,18.69208412244916,18.692084,
laya,context_length_position,True,full_input,True,,,500.0,end,18.291208893060684,18.291209,
laya,context_length_position,True,full_input,True,,,2000.0,start,42.29112504981458,42.291125,
laya,context_length_position,True,full_input,True,,,2000.0,middle,42.08483314141631,42.084833,
laya,context_length_position,True,full_input,True,,,2000.0,end,42.527792043983936,42.527792,
laya,context_length_position,True,truncated_input,False,,,8000.0,start,86.62350010126829,86.6235,
laya,context_length_position,True,truncated_input,False,,,8000.0,middle,87.2761660721153,87.276166,
laya,context_length_position,True,truncated_input,False,,,8000.0,end,86.89499995671213,86.895,
laya,context_length_position,True,truncated_input,False,,,32000.0,start,89.84674979001284,89.84675,
laya,context_length_position,True,truncated_input,False,,,32000.0,middle,90.35254106856883,90.352541,
laya,context_length_position,True,truncated_input,False,,,32000.0,end,90.88345780037344,90.883458,
jev,parallel_question_scaling,True,,,1.0,,,,793.4229578822851,99.0,
jev,parallel_question_scaling,True,,,2.0,,,,301.4309999998659,85.0,
jev,parallel_question_scaling,True,,,4.0,,,,312.8124577924609,101.0,
jev,parallel_question_scaling,True,,,8.0,,,,367.37258289940655,143.0,
jev,parallel_question_scaling,True,,,16.0,,,,306.79362500086427,87.0,
jev,parallel_question_scaling,True,,,32.0,,,,296.4650420472026,80.0,
jev,parallel_question_scaling,True,,,64.0,,,,305.55220879614353,87.0,
jev,parallel_question_scaling,True,,,128.0,,,,407.6320000458509,167.0,
jev,choice_cardinality_scaling,True,,,,2.0,,,352.7137499768287,136.0,
jev,choice_cardinality_scaling,True,,,,4.0,,,296.85366596095264,77.0,
jev,choice_cardinality_scaling,True,,,,8.0,,,393.5705421026796,92.0,
jev,choice_cardinality_scaling,True,,,,16.0,,,290.1234580203891,76.0,
jev,choice_cardinality_scaling,True,,,,32.0,,,277.5960420258343,59.0,
jev,choice_cardinality_scaling,True,,,,64.0,,,330.17204119823873,112.0,
jev,choice_cardinality_scaling,True,,,,128.0,,,349.6452500112355,134.0,
jev,choice_cardinality_scaling,True,,,,255.0,,,329.61054192855954,113.0,
jev,context_length_position,True,,,,,500.0,start,268.48374982364476,51.0,
jev,context_length_position,True,,,,,500.0,middle,414.3165841232985,196.0,
jev,context_length_position,True,,,,,500.0,end,356.01741704158485,129.0,
jev,context_length_position,True,,,,,2000.0,start,315.84962480701506,103.0,
jev,context_length_position,True,,,,,2000.0,middle,302.54154186695814,86.0,
jev,context_length_position,True,,,,,2000.0,end,278.6607921589166,67.0,
jev,context_length_position,True,,,,,8000.0,start,313.8785420451313,94.0,
jev,context_length_position,True,,,,,8000.0,middle,361.93275009281933,68.0,
jev,context_length_position,True,,,,,8000.0,end,286.676709074527,63.0,
jev,context_length_position,True,,,,,32000.0,start,319.8553330730647,98.0,
jev,context_length_position,True,,,,,32000.0,middle,438.17358394153416,140.0,
jev,context_length_position,True,,,,,32000.0,end,331.4042079728097,114.0,
jev,context_length_position,True,,,,,100000.0,start,585.0449579302222,156.0,
jev,context_length_position,True,,,,,100000.0,middle,535.8907498884946,213.0,
jev,context_length_position,True,,,,,100000.0,end,508.0267090816051,208.0,
laya,parallel_question_scaling,True,full_input,True,1.0,,,,84.03337514027953,84.033375,
laya,parallel_question_scaling,True,full_input,True,2.0,,,,186.62245804443955,186.622458,
laya,parallel_question_scaling,True,full_input,True,4.0,,,,484.14437496103346,484.144375,
laya,parallel_question_scaling,True,full_input,True,8.0,,,,790.3019580990076,790.301958,
laya,parallel_question_scaling,True,full_input,True,16.0,,,,1739.464582875371,1739.464583,
laya,parallel_question_scaling,True,full_input,True,32.0,,,,2407.444874988869,2407.444875,
laya,parallel_question_scaling,True,full_input,True,64.0,,,,4813.902958063409,4813.902958,
laya,parallel_question_scaling,True,full_input,True,128.0,,,,9697.212334023789,9697.212334,
laya,choice_cardinality_scaling,True,full_input,True,,2.0,,,20.113792037591338,20.113792,
laya,choice_cardinality_scaling,True,full_input,True,,4.0,,,24.914790876209736,24.914791,
laya,choice_cardinality_scaling,True,full_input,True,,8.0,,,36.48370807059109,36.483708,
laya,choice_cardinality_scaling,True,full_input,True,,16.0,,,60.07095891982317,60.070959,
laya,choice_cardinality_scaling,True,full_input,True,,32.0,,,51.5946252271533,51.594625,
laya,choice_cardinality_scaling,True,full_input,True,,64.0,,,58.30833408981562,58.308334,
laya,choice_cardinality_scaling,True,full_input,True,,128.0,,,72.19883287325501,72.198833,
laya,choice_cardinality_scaling,False,unsupported_cardinality,False,,255.0,,,5.243082996457815,5.243083,ValueError
laya,context_length_position,True,full_input,True,,,500.0,start,27.047582902014256,27.047583,
laya,context_length_position,True,full_input,True,,,500.0,middle,22.663583047688007,22.663583,
laya,context_length_position,True,full_input,True,,,500.0,end,19.57866712473333,19.578667,
laya,context_length_position,True,full_input,True,,,2000.0,start,62.56891693919897,62.568917,
laya,context_length_position,True,full_input,True,,,2000.0,middle,52.849499974399805,52.8495,
laya,context_length_position,True,full_input,True,,,2000.0,end,43.02179208025336,43.021792,
laya,context_length_position,True,truncated_input,False,,,8000.0,start,117.15262499637902,117.152625,
laya,context_length_position,True,truncated_input,False,,,8000.0,middle,88.0580828525126,88.058083,
laya,context_length_position,True,truncated_input,False,,,8000.0,end,88.01495796069503,88.014958,
laya,context_length_position,True,truncated_input,False,,,32000.0,start,90.44941584579647,90.449416,
laya,context_length_position,True,truncated_input,False,,,32000.0,middle,89.64170794934034,89.641708,
laya,context_length_position,True,truncated_input,False,,,32000.0,end,105.54183297790587,105.541833,
laya,context_length_position,True,truncated_input,False,,,100000.0,start,99.01383286342025,99.013833,
laya,context_length_position,True,truncated_input,False,,,100000.0,middle,98.14966702833772,98.149667,
laya,context_length_position,True,truncated_input,False,,,100000.0,end,98.75537501648068,98.755375,
