case_id,experiment,latency_ms,input_tokens,output_tokens,meta_question_count,question_id,type,label,p_true,confidence_top,pred,correct,brier,nll,meta_cardinality,reported_confidence,entropy_norm,p_label,meta_context_chars,meta_evidence_position
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_001,noul,0,0.009708476481474066,0.9902915235185259,0,1,9.425451559133506e-05,0.009755911000221412,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_002,noul,1,0.9988304897349445,0.9988304897349445,1,1,1.3677542600702274e-06,0.0011701946758545612,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_003,noul,0,0.7549149868676283,0.7549149868676283,1,0,0.5698966373973513,1.4061501362483146,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_004,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_005,noul,0,0.5621765008857981,0.5621765008857981,1,0,0.3160424181481997,0.8259394198788435,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_006,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_007,noul,0,0.9399133498259924,0.9399133498259924,1,0,0.8834371051811184,2.8119675890031988,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_008,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_009,noul,0,0.7772998611746911,0.7772998611746911,1,0,0.604195074182194,1.5019290813453725,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_010,noul,1,0.9940889311437562,0.9940889311437562,1,1,3.494073502325559e-05,0.005928608376116514,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_011,noul,0,0.029312230751356316,0.9706877692486436,0,1,0.0008592068716207588,0.029750418272620607,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_012,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_013,noul,0,0.020332353342658753,0.9796676466573413,0,1,0.0004134045924507266,0.02054190090109686,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_014,noul,1,0.9902915235185259,0.9902915235185259,1,1,9.42545155913358e-05,0.009755911000221412,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_015,noul,0,0.02595735719779685,0.9740426428022031,0,1,0.0006737843926940158,0.02630019518687535,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_016,noul,1,0.9968273171575148,0.9968273171575148,1,1,1.006591641899981e-05,0.003177726471409912,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_017,noul,0,0.020332353342658753,0.9796676466573413,0,1,0.0004134045924507266,0.02054190090109686,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_018,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_019,noul,0,0.020332353342658753,0.9796676466573413,0,1,0.0004134045924507266,0.02054190090109686,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_020,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_021,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_022,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_023,noul,0,0.04742587317756679,0.9525741268224333,0,1,0.002249213446654649,0.04858735157374202,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_024,noul,1,0.9947798743064417,0.9947798743064417,1,1,2.7249712256547957e-05,0.005233798151742976,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_025,noul,0,0.04208772791561884,0.9579122720843811,0,1,0.0017713768410991617,0.042999079229087855,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_026,noul,1,0.9975273768433653,0.9975273768433653,1,1,6.113865274725934e-06,0.0024756851377303315,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_027,noul,0,0.1480471980316895,0.8519528019683105,0,1,0.02191797284503429,0.1602241504380873,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_028,noul,1,0.9978172835546547,0.9978172835546547,1,1,4.764251080780777e-06,0.0021851020429065234,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_029,noul,0,0.06008665017400762,0.9399133498259924,0,1,0.00361040552913357,0.061967589003198605,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_030,noul,1,0.9978172835546547,0.9978172835546547,1,1,4.764251080780777e-06,0.0021851020429065234,,,,,,
case_9fb95ccdd1ab666d,parallel_question_scaling,2840.7212919555604,36886,0,32.0,q_031,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_000,noul,1,0.9994472213630764,0.9994472213630764,1,1,3.0556422143911427e-07,0.0005529314753607978,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_001,noul,0,0.008577485413711986,0.991422514586288,0,1,7.357325602244188e-05,0.008614483762175522,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_002,noul,1,0.9989677689632452,0.9989677689632452,1,1,1.0655009132398076e-06,0.0010327641541098087,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_003,noul,0,0.7549149868676283,0.7549149868676283,1,0,0.5698966373973513,1.4061501362483146,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_004,noul,1,0.9982992775885648,0.9982992775885648,1,1,2.892456720757797e-06,0.0017021702816452798,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_005,noul,0,0.5312093733737563,0.5312093733737563,1,0,0.28218339836013884,0.7575990353171691,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_006,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_007,noul,0,0.9399133498259924,0.9399133498259924,1,0,0.8834371051811184,2.8119675890031988,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_008,noul,1,0.995929862284104,0.995929862284104,1,1,1.656602102635942e-05,0.004078443270570631,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_009,noul,0,0.7772998611746911,0.7772998611746911,1,0,0.604195074182194,1.5019290813453725,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_010,noul,1,0.9940889311437562,0.9940889311437562,1,1,3.494073502325559e-05,0.005928608376116514,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_011,noul,0,0.029312230751356316,0.9706877692486436,0,1,0.0008592068716207588,0.029750418272620607,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_012,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_013,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_014,noul,1,0.9902915235185259,0.9902915235185259,1,1,9.42545155913358e-05,0.009755911000221412,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_015,noul,0,0.02595735719779685,0.9740426428022031,0,1,0.0006737843926940158,0.02630019518687535,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_016,noul,1,0.9968273171575148,0.9968273171575148,1,1,1.006591641899981e-05,0.003177726471409912,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_017,noul,0,0.020332353342658753,0.9796676466573413,0,1,0.0004134045924507266,0.02054190090109686,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_018,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_019,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_020,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_021,noul,0,0.009708476481474066,0.9902915235185259,0,1,9.425451559133506e-05,0.009755911000221412,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_022,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_023,noul,0,0.04208772791561884,0.9579122720843811,0,1,0.0017713768410991617,0.042999079229087855,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_024,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_025,noul,0,0.04208772791561884,0.9579122720843811,0,1,0.0017713768410991617,0.042999079229087855,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_026,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_027,noul,0,0.1480471980316895,0.8519528019683105,0,1,0.02191797284503429,0.1602241504380873,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_028,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_029,noul,0,0.0675466911396291,0.9324533088603709,0,1,0.004562555483912449,0.06993619964497334,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_030,noul,1,0.9978172835546547,0.9978172835546547,1,1,4.764251080780777e-06,0.0021851020429065234,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_031,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_032,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_033,noul,0,0.053403329799824234,0.9465966702001758,0,1,0.002851915633708795,0.054882179158078116,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_034,noul,1,0.9940889311437562,0.9940889311437562,1,1,3.494073502325559e-05,0.005928608376116514,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_035,noul,0,0.06008665017400762,0.9399133498259924,0,1,0.00361040552913357,0.061967589003198605,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_036,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_037,noul,0,0.0675466911396291,0.9324533088603709,0,1,0.004562555483912449,0.06993619964497334,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_038,noul,1,0.9940889311437562,0.9940889311437562,1,1,3.494073502325559e-05,0.005928608376116514,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_039,noul,0,0.06008665017400762,0.9399133498259924,0,1,0.00361040552913357,0.061967589003198605,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_040,noul,1,0.9947798743064417,0.9947798743064417,1,1,2.7249712256547957e-05,0.005233798151742976,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_041,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_042,noul,1,0.9947798743064417,0.9947798743064417,1,1,2.7249712256547957e-05,0.005233798151742976,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_043,noul,0,0.053403329799824234,0.9465966702001758,0,1,0.002851915633708795,0.054882179158078116,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_044,noul,1,0.991422514586288,0.991422514586288,1,1,7.357325602244125e-05,0.008614483762175522,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_045,noul,0,0.033085978388704126,0.9669140216112959,0,1,0.0010946819659377965,0.03364569998303865,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_046,noul,1,0.9933071490757153,0.9933071490757153,1,1,4.479425349469899e-05,0.006715348489117944,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_047,noul,0,0.033085978388704126,0.9669140216112959,0,1,0.0010946819659377965,0.03364569998303865,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_048,noul,1,0.9933071490757153,0.9933071490757153,1,1,4.479425349469899e-05,0.006715348489117944,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_049,noul,0,0.02297736991002561,0.9770226300899744,0,1,0.0005279595279821503,0.02324546437242505,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_050,noul,1,0.9975273768433653,0.9975273768433653,1,1,6.113865274725934e-06,0.0024756851377303315,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_051,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_052,noul,1,0.9890130573694068,0.9890130573694068,1,1,0.00012071290836794597,0.011047744848593825,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_053,noul,0,0.0675466911396291,0.9324533088603709,0,1,0.004562555483912449,0.06993619964497334,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_054,noul,1,0.9796676466573412,0.9796676466573412,1,1,0.00041340459245072913,0.02054190090109697,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_055,noul,0,0.0675466911396291,0.9324533088603709,0,1,0.004562555483912449,0.06993619964497334,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_056,noul,1,0.995929862284104,0.995929862284104,1,1,1.656602102635942e-05,0.004078443270570631,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_057,noul,0,0.08509904500702024,0.9149009549929797,0,1,0.007241847461106857,0.08893946547493875,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_058,noul,1,0.9940889311437562,0.9940889311437562,1,1,3.494073502325559e-05,0.005928608376116514,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_059,noul,0,0.08509904500702024,0.9149009549929797,0,1,0.007241847461106857,0.08893946547493875,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_060,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_061,noul,0,0.02595735719779685,0.9740426428022031,0,1,0.0006737843926940158,0.02630019518687535,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_062,noul,1,0.9940889311437562,0.9940889311437562,1,1,3.494073502325559e-05,0.005928608376116514,,,,,,
case_1974b5de899311c3,parallel_question_scaling,5748.296624980867,73782,0,64.0,q_063,noul,0,0.06008665017400762,0.9399133498259924,0,1,0.00361040552913357,0.061967589003198605,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_000,noul,1,0.9994472213630764,0.9994472213630764,1,1,3.0556422143911427e-07,0.0005529314753607978,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_001,noul,0,0.008577485413711986,0.991422514586288,0,1,7.357325602244188e-05,0.008614483762175522,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_002,noul,1,0.9989677689632452,0.9989677689632452,1,1,1.0655009132398076e-06,0.0010327641541098087,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_003,noul,0,0.7549149868676283,0.7549149868676283,1,0,0.5698966373973513,1.4061501362483146,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_004,noul,1,0.9982992775885648,0.9982992775885648,1,1,2.892456720757797e-06,0.0017021702816452798,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_005,noul,0,0.5312093733737563,0.5312093733737563,1,0,0.28218339836013884,0.7575990353171691,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_006,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_007,noul,0,0.9399133498259924,0.9399133498259924,1,0,0.8834371051811184,2.8119675890031988,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_008,noul,1,0.995929862284104,0.995929862284104,1,1,1.656602102635942e-05,0.004078443270570631,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_009,noul,0,0.7772998611746911,0.7772998611746911,1,0,0.604195074182194,1.5019290813453725,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_010,noul,1,0.9940889311437562,0.9940889311437562,1,1,3.494073502325559e-05,0.005928608376116514,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_011,noul,0,0.029312230751356316,0.9706877692486436,0,1,0.0008592068716207588,0.029750418272620607,,,,,,
case_a6fb87d6152a52cd,parallel_question_scaling,14301.016665995121,147602,0,128.0,q_012,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
