case_id,experiment,latency_ms,input_tokens,output_tokens,meta_domain,meta_scenario_id,meta_variant,meta_noise_units,meta_reference_entropy_norm,meta_reference_max_probability,meta_panel_votes,meta_reference_source,meta_rationale,question_id,type,label,pred,confidence_top,reported_confidence,entropy_norm,correct,p_label,nll,brier,target_distribution_json,pred_distribution_json,distribution_tv,distribution_jsd,target_kl,soft_brier,meta_repetition
case_b27459eb7adadd66,semantic_adjudication,207.89195806719363,232,0,incident_triage,inc_clear_sev1,10.0,0.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9956528457668993,0.9956528457668993,0.022694181039685613,1,0.9956528457668993,0.004356630581467967,2.851640289165167e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.00022955758828805398, ""sev1"": 0.9956528457668993, ""sev2"": 0.002796583932952872, ""sev3"": 0.0013210127118598572}",0.04720341606704718,0.013634276995744632,0.0995913872355954,0.0043141425862862955,
case_560b5eabeb6c158c,semantic_adjudication,207.97479106113315,252,0,incident_triage,inc_clear_sev1,11.0,2.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9541581155264475,0.9541581155264475,0.16419010506124693,1,0.9541581155264475,0.04692588172158917,0.003085359233652226,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.010599739202319108, ""sev1"": 0.9541581155264475, ""sev2"": 0.028813078460069006, ""sev3"": 0.006429066811164471}",0.021186921539931045,0.007345563620260721,0.02341063837571657,0.0006198629402900729,
case_7708b0e8eb07c84e,semantic_adjudication,263.695125002414,288,0,incident_triage,inc_clear_sev1,12.0,6.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9615199996524094,0.9615199996524094,0.13672089250951672,1,0.9615199996524094,0.0392399136991048,0.002382082752749997,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.029035388097731357, ""sev1"": 0.9615199996524094, ""sev2"": 0.007341295790664343, ""sev3"": 0.0021033164591948562}",0.042658704209335666,0.01971219917552191,0.08447467035323225,0.002799953138924506,
case_afcac4f3c8e6104a,semantic_adjudication,306.83937505818903,339,0,incident_triage,inc_clear_sev1,13.0,12.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9975635464573516,0.9975635464573516,0.013011098624176225,1,0.9975635464573516,0.002439426525586131,1.0741965811560594e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0021821613976984763, ""sev1"": 0.9975635464573516, ""sev2"": 0.0002029726277821513, ""sev3"": 5.131951716786639e-05}",0.0497970273722179,0.01780297155035599,0.22892418317971353,0.0047467993487685075,
case_16375ed808849374,semantic_adjudication,356.6902920138091,445,0,incident_triage,inc_clear_sev1,14.0,24.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9894770320577994,0.9894770320577994,0.04784402286335913,1,0.9894770320577994,0.010578725873591275,0.00016467193697528127,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.005192298931290691, ""sev1"": 0.9894770320577994, ""sev2"": 0.00013837007961942018, ""sev3"": 0.005192298931290691}",0.04986162992038068,0.020699789764879743,0.2558134825277186,0.004098538134793279,
case_d7c6959a63dd621e,semantic_adjudication,207.80166587792337,227,0,incident_triage,inc_clear_sev1,15.0,0.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9936031473846594,0.9936031473846594,0.029399965562756432,1,0.9936031473846594,0.006417400150271292,7.594618312943861e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.00022908501010044033, ""sev1"": 0.9936031473846594, ""sev2"": 0.00025958732481611225, ""sev3"": 0.0059081802804239626}",0.04974041267518386,0.018977296850458875,0.22040215680439876,0.004410302189113769,
case_dd11a67ed7348dc3,semantic_adjudication,207.99129083752632,253,0,incident_triage,inc_clear_sev1,16.0,2.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9930811952766122,0.9930811952766122,0.03212326050790957,1,0.9930811952766122,0.006942850629593197,8.357154863457492e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.005905076639739845, ""sev1"": 0.9930811952766122, ""sev2"": 0.0009055728323040655, ""sev3"": 0.00010815525134377486}",0.0490944271676959,0.017692284845223408,0.15842760728372057,0.004301133793065393,
case_ad7dae1d4857a04f,semantic_adjudication,263.27600004151464,283,0,incident_triage,inc_clear_sev1,17.0,6.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9929243925547113,0.9929243925547113,0.03323081032273482,1,0.9929243925547113,0.007100758264080701,8.561197648420504e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0006222922263547545, ""sev1"": 0.9929243925547113, ""sev2"": 0.005904144256673335, ""sev3"": 0.0005491709622605428}",0.04409585574332667,0.010591397500915338,0.06483551491820817,0.0037876368062880078,
case_bfed6ecd1d30f489,semantic_adjudication,307.5046248268336,345,0,incident_triage,inc_clear_sev1,18.0,12.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9947978159433258,0.9947978159433258,0.026353845744520238,1,0.9947978159433258,0.005215762528431969,4.1763847563736724e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0013198782750219957, ""sev1"": 0.9947978159433258, ""sev2"": 0.0035878011307701606, ""sev3"": 0.0002945046508820912}",0.046412198869229905,0.012806840806300492,0.08795051918255943,0.004162765328819308,
case_a46e47b7b8c2af32,semantic_adjudication,357.3553338646889,442,0,incident_triage,inc_clear_sev1,19.0,24.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9987764849496372,0.9987764849496372,0.007520471391894823,1,0.9987764849496372,0.0012242641559923589,2.2624370862639535e-06,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 8.471445885909989e-05, ""sev1"": 0.9987764849496372, ""sev2"": 0.000803748407175202, ""sev3"": 0.00033505218432843887}",0.0491962515928248,0.015992934276632887,0.1589590208101198,0.00479953609133247,
case_7da7c4e8f7287c54,semantic_adjudication,207.19262515194714,228,0,incident_triage,inc_clear_sev1,20.0,0.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9966256639440287,0.9966256639440287,0.018447577708657875,1,0.9966256639440287,0.0033800419672712573,1.6876604130809698e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0021801097880306836, ""sev1"": 0.9966256639440287, ""sev2"": 0.00048644824614444586, ""sev3"": 0.0007077780217962503}",0.04951355175385564,0.01740618181337042,0.18611479862139865,0.004630798173919244,
case_9bf8d1be7614d5dd,semantic_adjudication,207.94762508012354,249,0,incident_triage,inc_clear_sev1,21.0,2.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.994785723631433,0.994785723631433,0.025166439938268764,1,0.994785723631433,0.005227918149598338,4.8606624851507e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.00022935766472331442, ""sev1"": 0.994785723631433, ""sev2"": 0.004606771843416229, ""sev3"": 0.0003781468604274369}",0.0453932281565838,0.011494876319235051,0.0754626748037258,0.004066501803653191,
case_d2ea633dd57765ef,semantic_adjudication,264.9862919934094,291,0,incident_triage,inc_clear_sev1,22.0,6.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9935313325587599,0.9935313325587599,0.03179282677152889,1,0.9935313325587599,0.006489679934710214,6.505212104875561e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0013181979296511327, ""sev1"": 0.9935313325587599, ""sev2"": 0.00460096286029861, ""sev3"": 0.0005495066512903996}",0.04539903713970144,0.011922712187877247,0.07672443658883765,0.00395808909089489,
case_817655fec818746d,semantic_adjudication,307.201832998544,337,0,incident_triage,inc_clear_sev1,23.0,12.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9679938124697571,0.9679938124697571,0.11660711778479925,1,0.9679938124697571,0.032529583802686626,0.0017094183660213028,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0027188954008016716, ""sev1"": 0.9679938124697571, ""sev2"": 0.025796161329496397, ""sev3"": 0.00349113079994475}",0.024203838670503602,0.004160931452274402,0.015264340456813977,0.000929183480047378,
case_49cd69ab2c3bd51d,semantic_adjudication,356.66320798918605,443,0,incident_triage,inc_clear_sev1,24.0,24.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9979462673084751,0.9979462673084751,0.011441830507662861,1,0.9979462673084751,0.002055844492387353,7.198896625016614e-06,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0017001210161340053, ""sev1"": 0.9979462673084751, ""sev2"": 0.00029543673331658394, ""sev3"": 5.8174942074223274e-05}",0.04970456326668341,0.017429368552616058,0.2097906011465147,0.004772281954140875,
case_720190bf04ce59a7,semantic_adjudication,207.14995893649757,226,0,incident_triage,inc_clear_sev1,25.0,0.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9954066395687683,0.9954066395687683,0.023109433621391774,1,0.9954066395687683,0.004603942328002119,3.4820097756957736e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0009076933630159843, ""sev1"": 0.9954066395687683, ""sev2"": 0.003589996891614017, ""sev3"": 9.567017660183557e-05}",0.04641000310838607,0.012599848480490925,0.08733869898212951,0.00421648436547239,
case_64e57e046e87295c,semantic_adjudication,261.08354213647544,257,0,incident_triage,inc_clear_sev1,26.0,2.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9295503765610392,0.9295503765610392,0.22524721713269263,1,0.9295503765610392,0.07305427580563337,0.007500932054451035,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.046279588149218134, ""sev1"": 0.9295503765610392, ""sev2"": 0.019292202585772633, ""sev3"": 0.004877832703970038}",0.05115742085318813,0.0213087405824493,0.06828903245976069,0.0035267494519776923,
case_24de245c93af3ea8,semantic_adjudication,263.9267919585109,286,0,incident_triage,inc_clear_sev1,27.0,6.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9940222251180303,0.9940222251180303,0.028396896993451028,1,0.9940222251180303,0.005995713301855526,6.323653380054855e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.00033345730783159664, ""sev1"": 0.9940222251180303, ""sev2"": 0.005216149915502084, ""sev3"": 0.00042816765863603836}",0.04478385008449794,0.011015105536585065,0.06998046995598298,0.003943844054053373,
case_fe02c8adb9ec5ebc,semantic_adjudication,307.2901659179479,340,0,incident_triage,inc_clear_sev1,28.0,12.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9993149289886805,0.9993149289886805,0.004556746406350274,1,0.9993149289886805,0.0006853057796929413,6.723025662867515e-07,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.00023040191771078037, ""sev1"": 0.9993149289886805, ""sev2"": 0.00037986854253986417, ""sev3"": 7.480055106890031e-05}",0.049620131457460165,0.01676051564266204,0.19592006243382043,0.004894178347180351,
case_97877744380cb7a6,semantic_adjudication,357.26016596890986,444,0,incident_triage,inc_clear_sev1,29.0,24.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.9942612872439931,0.9942612872439931,0.028090644229557163,1,0.9942612872439931,0.005755242437787641,5.481479198828167e-05,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0007060989020183088, ""sev1"": 0.9942612872439931, ""sev2"": 0.004604343221125087, ""sev3"": 0.000428270632863531}",0.04539565677887495,0.011673698687343928,0.07598999909191508,0.004020509194275087,
case_6fbdb1926c6f48f6,semantic_adjudication,209.56954080611467,244,0,incident_triage,inc_border_12,0.0,0.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.9424172109176808,0.9424172109176808,0.20187474706241493,1,0.9424172109176808,0.0593072033932587,0.004564344405444572,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.017260973317696274, ""sev1"": 0.011863281902749689, ""sev2"": 0.9424172109176808, ""sev3"": 0.028458533861873213}",0.35967818423537706,0.12594906262909697,0.9418374718814274,0.23234796242147712,
case_45db2312c0af8ede,semantic_adjudication,262.85449997521937,269,0,incident_triage,inc_border_12,1.0,2.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.9528133729699818,0.9528133729699818,0.16851710376243345,1,0.9528133729699818,0.04833622559665658,0.0032395089615473004,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.011994150269439448, ""sev1"": 0.00642000600709159, ""sev2"": 0.9528133729699818, ""sev3"": 0.028772470753487104}",0.3648075232394213,0.1332727314358409,1.1496164940848257,0.24311895605721995,
case_c03d9d7ce8f612c5,semantic_adjudication,265.87349991314113,308,0,incident_triage,inc_border_12,2.0,6.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.8727948838561072,0.8727948838561072,0.36742217357061147,1,0.8727948838561072,0.13605470624018676,0.022488113318688854,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.043453898553665875, ""sev1"": 0.020526168262952914, ""sev2"": 0.8727948838561072, ""sev3"": 0.06322504932727412}",0.32947383173704714,0.11689999812307339,0.7560849747283555,0.18503319768678014,
case_872802e32801a473,semantic_adjudication,309.3637500423938,354,0,incident_triage,inc_border_12,3.0,12.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.9505115569967794,0.9505115569967794,0.17317021567204163,1,0.9505115569967794,0.05075495826720399,0.0036594781062094487,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.006404496493062504, ""sev1"": 0.010559229596236527, ""sev2"": 0.9505115569967794, ""sev3"": 0.032524716913921684}",0.35691605348984184,0.12425166156759201,0.9707852267553728,0.2384247912948752,
case_783d18663aae85c4,semantic_adjudication,397.5115839857608,458,0,incident_triage,inc_border_12,4.0,24.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.9288860954623016,0.9288860954623016,0.23952459959218372,1,0.9288860954623016,0.0737691575215575,0.006856206076103876,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.015014045377027442, ""sev1"": 0.02804992958033547, ""sev2"": 0.9288860954623016, ""sev3"": 0.02804992958033547}",0.34390014083932907,0.10564514576385914,0.6500494260097263,0.21252513878167678,
case_97abb2506913f93a,semantic_adjudication,208.77316710539162,242,0,incident_triage,inc_border_12,5.0,0.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.8988717795875877,0.8988717795875877,0.3020043562502018,1,0.8988717795875877,0.10661488028030357,0.014821297486662954,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.008812228848511981, ""sev1"": 0.03485304119579894, ""sev2"": 0.8988717795875877, ""sev3"": 0.05746295036810154}",0.3151469588042011,0.09309647459390347,0.5578951487684725,0.18877529728286369,
case_8151af5d7e44bbe9,semantic_adjudication,262.95062503777444,271,0,incident_triage,inc_border_12,6.0,2.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.8690163471109728,0.8690163471109728,0.35366294960403033,1,0.8690163471109728,0.14039334248864535,0.026523547551879873,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.0297361041802151, ""sev1"": 0.00965389959173177, ""sev2"": 0.8690163471109728, ""sev3"": 0.09159364911708046}",0.34034610040826824,0.12821376815063273,1.0041736109768142,0.19081953061473778,
