case_id,experiment,latency_ms,input_tokens,output_tokens,meta_domain,meta_scenario_id,meta_variant,meta_noise_units,meta_reference_entropy_norm,meta_reference_max_probability,meta_panel_votes,meta_reference_source,meta_rationale,question_id,type,label,pred,confidence_top,reported_confidence,entropy_norm,correct,p_label,nll,brier,target_distribution_json,pred_distribution_json,distribution_tv,distribution_jsd,target_kl,soft_brier,meta_repetition
case_b27459eb7adadd66,semantic_adjudication,20.12866595759988,158,0,incident_triage,inc_clear_sev1,10.0,0.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.492,0.1495,0.8504151220977161,1,0.492,0.709276562489829,0.37031994,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0947, ""sev1"": 0.492, ""sev2"": 0.3012, ""sev3"": 0.1121}",0.458,0.1585297772302079,0.5352965301722848,0.29439994,
case_560b5eabeb6c158c,semantic_adjudication,19.62541602551937,179,0,incident_triage,inc_clear_sev1,11.0,2.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev2,0.5314,0.1494,0.8506543388273345,0,0.2332,1.4558588245057997,0.89809857,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1181, ""sev1"": 0.2332, ""sev2"": 0.5314, ""sev3"": 0.1174}",0.71685,0.31430234761369313,1.2161626522174585,0.77327857,
case_7708b0e8eb07c84e,semantic_adjudication,23.172541987150908,216,0,incident_triage,inc_clear_sev1,12.0,6.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev2,0.5131,0.1474,0.852685868695134,0,0.2649,1.328402882704113,0.82838103,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.105, ""sev1"": 0.2649, ""sev2"": 0.5131, ""sev3"": 0.1171}",0.6851499999999999,0.29021963368602843,1.0968317212747456,0.7085610299999999,
case_afcac4f3c8e6104a,semantic_adjudication,27.818124974146485,266,0,incident_triage,inc_clear_sev1,13.0,12.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.5196,0.1488,0.8511024732624692,1,0.5196,0.6546959941856927,0.32140569,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1076, ""sev1"": 0.5196, ""sev2"": 0.2556, ""sev3"": 0.1171}",0.43035,0.1476831852879707,0.49165302895447327,0.25280568999999997,
case_16375ed808849374,semantic_adjudication,35.03162506967783,372,0,incident_triage,inc_clear_sev1,14.0,24.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.503,0.1558,0.8441202681463987,1,0.503,0.6871651088823978,0.35381869,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0949, ""sev1"": 0.503, ""sev2"": 0.2932, ""sev3"": 0.1088}",0.44694999999999996,0.1532487169789695,0.5156366255408874,0.27979868999999996,
case_d7c6959a63dd621e,semantic_adjudication,17.314666882157326,153,0,incident_triage,inc_clear_sev1,15.0,0.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.5821,0.2351,0.7648180028866758,1,0.5821,0.5411130247044473,0.25646340000000006,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0733, ""sev1"": 0.5821, ""sev2"": 0.2647, ""sev3"": 0.0799}",0.3679,0.11557537729257841,0.3820000386108064,0.1932034,
case_dd11a67ed7348dc3,semantic_adjudication,40.1189171243459,181,0,incident_triage,inc_clear_sev1,16.0,2.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev2,0.4343,0.0926,0.9074750434495971,0,0.3021,1.196997190589511,0.71047087,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1351, ""sev1"": 0.3021, ""sev2"": 0.4343, ""sev3"": 0.1286}",0.64795,0.26682072033214055,0.9803330746862308,0.6022508699999999,
case_ad7dae1d4857a04f,semantic_adjudication,22.797707933932543,210,0,incident_triage,inc_clear_sev1,17.0,6.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.4421,0.1023,0.897725734058689,1,0.4421,0.8162191781499395,0.4368480600000001,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1285, ""sev1"": 0.4421, ""sev2"": 0.3066, ""sev3"": 0.1228}",0.5079,0.18582101364348177,0.6360035415237911,0.35539806,
case_bfed6ecd1d30f489,semantic_adjudication,26.702333008870482,271,0,incident_triage,inc_clear_sev1,18.0,12.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.3859,0.086,0.9140038265265813,1,0.3859,0.952177010438564,0.53560202,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1286, ""sev1"": 0.3859, ""sev2"": 0.3525, ""sev3"": 0.133}",0.5640999999999999,0.2160981125826128,0.7581881494072538,0.44394201999999994,
case_a46e47b7b8c2af32,semantic_adjudication,32.98608306795359,369,0,incident_triage,inc_clear_sev1,19.0,24.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.4808,0.132,0.867944502986194,1,0.4808,0.7323038957611392,0.38158326,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1135, ""sev1"": 0.4808, ""sev2"": 0.2946, ""sev3"": 0.1111}",0.46919999999999995,0.16510596162331026,0.55828029637489,0.3052032599999999,
case_7da7c4e8f7287c54,semantic_adjudication,18.165792105719447,155,0,incident_triage,inc_clear_sev1,20.0,0.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.5045,0.1748,0.8251480319276648,1,0.5045,0.6841874391884735,0.36070755000000004,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.092, ""sev1"": 0.5045, ""sev2"": 0.3143, ""sev3"": 0.0891}",0.44545,0.1508455842648166,0.509333190642108,0.28472755000000005,
case_9bf8d1be7614d5dd,semantic_adjudication,20.15291596762836,176,0,incident_triage,inc_clear_sev1,21.0,2.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.4092,0.0923,0.9076716128801138,1,0.4092,0.8935512449046656,0.4936431,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1421, ""sev1"": 0.4092, ""sev2"": 0.3333, ""sev3"": 0.1154}",0.5408,0.2031821856298727,0.7052940539969818,0.40623309999999996,
case_d2ea633dd57765ef,semantic_adjudication,22.02825015410781,218,0,incident_triage,inc_clear_sev1,22.0,6.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev2,0.3935,0.0906,0.9094222702322644,0,0.3503,1.0489653487786958,0.60977259,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1317, ""sev1"": 0.3503, ""sev2"": 0.3935, ""sev3"": 0.1244}",0.59965,0.2362036515152248,0.8446355485501225,0.5104525899999999,
case_817655fec818746d,semantic_adjudication,26.91508294083178,263,0,incident_triage,inc_clear_sev1,23.0,12.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev2,0.4495,0.1057,0.8943539743992905,0,0.3008,1.2013096869064523,0.7222260600000001,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1171, ""sev1"": 0.3008, ""sev2"": 0.4495, ""sev3"": 0.1326}",0.6492,0.26690739453024226,0.9827099304687799,0.61235606,
case_49cd69ab2c3bd51d,semantic_adjudication,32.66362496651709,371,0,incident_triage,inc_clear_sev1,24.0,24.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.5286,0.1652,0.834790934177494,1,0.5286,0.6375232768119483,0.31377624000000004,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.0944, ""sev1"": 0.5286, ""sev2"": 0.2646, ""sev3"": 0.1124}",0.4214,0.14226759599401884,0.4736086709905425,0.24517624000000002,
case_720190bf04ce59a7,semantic_adjudication,16.974749974906445,152,0,incident_triage,inc_clear_sev1,25.0,0.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.5764,0.1962,0.8037323390714126,1,0.5764,0.55095341485677,0.24906709999999999,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1013, ""sev1"": 0.5764, ""sev2"": 0.2221, ""sev3"": 0.1002}",0.37359999999999993,0.12233016593619725,0.40012187817214667,0.18949709999999995,
case_64e57e046e87295c,semantic_adjudication,19.49966698884964,184,0,incident_triage,inc_clear_sev1,26.0,2.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev2,0.5315,0.1555,0.8444080865471016,0,0.2445,1.4085399700672103,0.8783381100000001,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.112, ""sev1"": 0.2445, ""sev2"": 0.5315, ""sev3"": 0.1119}",0.70545,0.3051865197064882,1.171200332277984,0.75463811,
case_24de245c93af3ea8,semantic_adjudication,22.257292177528143,213,0,incident_triage,inc_clear_sev1,27.0,6.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.4894,0.1358,0.8642392622556664,1,0.4894,0.7145751279735658,0.3679644199999999,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1175, ""sev1"": 0.4894, ""sev2"": 0.2865, ""sev3"": 0.1066}",0.46059999999999995,0.16108510240918986,0.542831965370382,0.29325441999999996,
case_fe02c8adb9ec5ebc,semantic_adjudication,29.171459143981338,267,0,incident_triage,inc_clear_sev1,28.0,12.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.3559,0.0646,0.935379343326348,1,0.3559,1.03310548646599,0.58156635,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1463, ""sev1"": 0.3559, ""sev2"": 0.3524, ""sev3"": 0.1453}",0.59405,0.2351350828977444,0.8350843880428236,0.48691634999999994,
case_97877744380cb7a6,semantic_adjudication,32.79416705481708,371,0,incident_triage,inc_clear_sev1,29.0,24.0,0.1431984785579781,0.95,"sev1:19,sev2:1,sev3:0,insufficient:0",benchmark_authored_adjudication,Broad total production outage with no workaround strongly supports SEV1.,target,choice,sev1,sev1,0.5019,0.1603,0.8397675937891718,1,0.5019,0.689354382321249,0.35791421999999995,"{""insufficient"": 0.0, ""sev1"": 0.95, ""sev2"": 0.05, ""sev3"": 0.0}","{""insufficient"": 0.1098, ""sev1"": 0.5019, ""sev2"": 0.2999, ""sev3"": 0.0884}",0.4481,0.15333955057230977,0.5165867295206727,0.28311421999999997,
case_6fbdb1926c6f48f6,semantic_adjudication,18.470791867002845,168,0,incident_triage,inc_border_12,0.0,0.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.5479,0.1492,0.8508019653368055,1,0.5479,0.6016624904377669,0.27427625999999994,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.1469, ""sev1"": 0.1232, ""sev2"": 0.5479, ""sev3"": 0.182}",0.2788999999999999,0.09977732614162861,0.3553463721050472,0.09315625999999999,
case_45db2312c0af8ede,semantic_adjudication,27.777666924521327,192,0,incident_triage,inc_border_12,1.0,2.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.528,0.131,0.8689758510353434,1,0.528,0.6386589952758756,0.29878277999999997,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.1307, ""sev1"": 0.1523, ""sev2"": 0.528, ""sev3"": 0.189}",0.2697,0.08797564869925836,0.30144213552817617,0.08067278,
case_c03d9d7ce8f612c5,semantic_adjudication,44.05108303762972,231,0,incident_triage,inc_border_12,2.0,6.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.3966,0.0504,0.9496113695376143,1,0.3966,0.9248270628964415,0.4930028099999999,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.164, ""sev1"": 0.1671, ""sev2"": 0.3966, ""sev3"": 0.2722}",0.38625,0.1259585845431514,0.4224444108475484,0.15109281,
case_872802e32801a473,semantic_adjudication,30.655917013064027,277,0,incident_triage,inc_border_12,3.0,12.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.3773,0.0316,0.968395588099508,1,0.3773,0.9747146520118722,0.5188026600000001,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.1771, ""sev1"": 0.2086, ""sev2"": 0.3773, ""sev3"": 0.237}",0.3641,0.11632010635207468,0.38166167433305515,0.13592265999999997,
case_783d18663aae85c4,semantic_adjudication,52.347666118294,383,0,incident_triage,inc_border_12,4.0,24.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.4606,0.0801,0.9199461044938734,1,0.4606,0.7752252915955522,0.39045409999999997,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.1389, ""sev1"": 0.2023, ""sev2"": 0.4606, ""sev3"": 0.1982}",0.28709999999999997,0.08639971978753716,0.2816406134827656,0.08250409999999998,
case_97abb2506913f93a,semantic_adjudication,18.226208863779902,165,0,incident_triage,inc_border_12,5.0,0.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.4649,0.0839,0.916132585786426,1,0.4649,0.765932950285598,0.3848421,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.1723, ""sev1"": 0.2202, ""sev2"": 0.4649, ""sev3"": 0.1426}",0.26489999999999997,0.08306764595596147,0.26285229635236973,0.07336209999999999,
case_8151af5d7e44bbe9,semantic_adjudication,22.852416848763824,195,0,incident_triage,inc_border_12,6.0,2.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.4475,0.0705,0.929502977623998,1,0.4475,0.804078741267227,0.40922724,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.1513, ""sev1"": 0.2179, ""sev2"": 0.4475, ""sev3"": 0.1833}",0.28459999999999996,0.08600157845153873,0.2768607324163759,0.08136723999999998,
case_1df91120c4833857,semantic_adjudication,23.71108392253518,228,0,incident_triage,inc_border_12,7.0,6.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.4066,0.0472,0.9527504857747341,1,0.4066,0.8999253777878907,0.4722253399999999,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.17, ""sev1"": 0.2397, ""sev2"": 0.4066, ""sev3"": 0.1837}",0.30369999999999997,0.09378577894109444,0.3008865576385855,0.09634533999999997,
case_2023f36b29223498,semantic_adjudication,27.169832959771156,280,0,incident_triage,inc_border_12,8.0,12.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.3435,0.0175,0.9824730715878529,1,0.3435,1.068568167319733,0.57580254,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.2024, ""sev1"": 0.2463, ""sev2"": 0.3435, ""sev3"": 0.2078}",0.36019999999999996,0.11827335837730601,0.38640186974533475,0.14241253999999995,
case_0bff1207705a2379,semantic_adjudication,34.171042032539845,378,0,incident_triage,inc_border_12,9.0,24.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.3603,0.0254,0.9745667338221491,1,0.3603,1.0208182612280894,0.54782446,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.1751, ""sev1"": 0.2356, ""sev2"": 0.3603, ""sev3"": 0.229}",0.35409999999999997,0.1125271974732483,0.3684398285180642,0.13324445999999998,
case_d29715cab3241c7d,semantic_adjudication,19.20083281584084,171,0,incident_triage,inc_border_12,10.0,0.0,0.5941881858672536,0.6,"sev1:7,sev2:12,sev3:1,insufficient:0",benchmark_authored_adjudication,"Material impact suggests SEV2, but low headroom and broad customer failures make SEV1 plausible.",target,choice,sev2,sev2,0.5055,0.1119,0.8881537739781638,1,0.5055,0.6822072405216111,0.32772063000000007,"{""insufficient"": 0.0, ""sev1"": 0.35, ""sev2"": 0.6, ""sev3"": 0.05}","{""insufficient"": 0.1795, ""sev1"": 0.1318, ""sev2"": 0.5055, ""sev3"": 0.1833}",0.31275,0.11009721506467046,0.3797005489277649,0.10653062999999999,
