case_id,experiment,latency_ms,input_tokens,output_tokens,meta_question_count,question_id,type,label,p_true,confidence_top,pred,correct,brier,nll,meta_cardinality,reported_confidence,entropy_norm,p_label,meta_context_chars,meta_evidence_position
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_006,noul,1,0.9990889488055994,0.9990889488055994,1,1,8.300142788187649e-07,0.0009114664537742021,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_007,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_008,noul,1,0.9994472213630764,0.9994472213630764,1,1,3.0556422143911427e-07,0.0005529314753607978,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_009,noul,0,0.009708476481474066,0.9902915235185259,0,1,9.425451559133506e-05,0.009755911000221412,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_010,noul,1,0.9988304897349445,0.9988304897349445,1,1,1.3677542600702274e-06,0.0011701946758545612,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_011,noul,0,0.004070137715896127,0.9959298622841039,0,1,1.656602102636014e-05,0.004078443270570743,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_012,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_013,noul,0,0.012431650853185818,0.9875683491468141,0,1,0.00015454594293551568,0.012509570276173327,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_014,noul,1,0.9046505351008906,0.9046505351008906,1,1,0.009091520456546504,0.10020655891674717,,,,,,
case_ed6ffbd064b36a94,parallel_question_scaling,1375.0849580392241,9798,0,16.0,q_015,noul,0,0.012431650853185818,0.9875683491468141,0,1,0.00015454594293551568,0.012509570276173327,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_000,noul,1,0.9996646498695336,0.9996646498695336,1,1,1.124597100038127e-07,0.00033540637289566265,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_001,noul,0,0.004609572179374208,0.9953904278206258,0,1,2.124815567686069e-05,0.004620229018803907,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_002,noul,1,0.9992903296008995,0.9992903296008995,1,1,5.036320753594999e-07,0.0007099223343392451,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_003,noul,0,0.08509904500702024,0.9149009549929797,0,1,0.007241847461106857,0.08893946547493875,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_004,noul,1,0.9982992775885648,0.9982992775885648,1,1,2.892456720757797e-06,0.0017021702816452798,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_005,noul,0,0.04208772791561884,0.9579122720843811,0,1,0.0017713768410991617,0.042999079229087855,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_006,noul,1,0.9989677689632452,0.9989677689632452,1,1,1.0655009132398076e-06,0.0010327641541098087,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_007,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_008,noul,1,0.9995121428772178,0.9995121428772178,1,1,2.380045722493356e-07,0.0004879761637865763,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_009,noul,0,0.008577485413711986,0.991422514586288,0,1,7.357325602244188e-05,0.008614483762175522,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_010,noul,1,0.9988304897349445,0.9988304897349445,1,1,1.3677542600702274e-06,0.0011701946758545612,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_011,noul,0,0.004070137715896127,0.9959298622841039,0,1,1.656602102636014e-05,0.004078443270570743,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_012,noul,1,0.9982992775885648,0.9982992775885648,1,1,2.892456720757797e-06,0.0017021702816452798,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_013,noul,0,0.012431650853185818,0.9875683491468141,0,1,0.00015454594293551568,0.012509570276173327,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_014,noul,1,0.8933094060543487,0.8933094060543487,1,1,0.011382882836475842,0.11282227877156936,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_015,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_016,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_017,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_018,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_019,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_020,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_021,noul,0,0.009708476481474066,0.9902915235185259,0,1,9.425451559133506e-05,0.009755911000221412,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_022,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_023,noul,0,0.029312230751356316,0.9706877692486436,0,1,0.0008592068716207588,0.029750418272620607,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_024,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_025,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_026,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_027,noul,0,0.04742587317756679,0.9525741268224333,0,1,0.002249213446654649,0.04858735157374202,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_028,noul,1,0.9986749775827868,0.9986749775827868,1,1,1.7556844061175577e-06,0.0013259010356280994,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_029,noul,0,0.037326887344129464,0.9626731126558705,0,1,0.0013932965188013324,0.03804137168778315,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_030,noul,1,0.9982992775885648,0.9982992775885648,1,1,2.892456720757797e-06,0.0017021702816452798,,,,,,
case_d6b1a2b0d58c98d3,parallel_question_scaling,2354.413792025298,19606,0,32.0,q_031,noul,0,0.014063627043245474,0.9859363729567545,0,1,0.00019778560561150543,0.014163456931504987,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_000,noul,1,0.9996646498695336,0.9996646498695336,1,1,1.124597100038127e-07,0.00033540637289566265,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_001,noul,0,0.005220125693558397,0.9947798743064415,0,1,2.7249712256548537e-05,0.005233798151743088,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_002,noul,1,0.9991959140643708,0.9991959140643708,1,1,6.465541918766782e-07,0.000804409386124753,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_003,noul,0,0.07585818002124356,0.9241418199787564,0,1,0.0057544634761353955,0.07888973429254963,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_004,noul,1,0.998498817743263,0.998498817743263,1,1,2.253548167942023e-06,0.0015023101597543026,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_005,noul,0,0.04208772791561884,0.9579122720843811,0,1,0.0017713768410991617,0.042999079229087855,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_006,noul,1,0.9989677689632452,0.9989677689632452,1,1,1.0655009132398076e-06,0.0010327641541098087,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_007,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_008,noul,1,0.9993736658418905,0.9993736658418905,1,1,3.922944776147758e-07,0.0006265303872893092,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_009,noul,0,0.007577241267860811,0.9924227587321391,0,1,5.741458523137291e-05,0.00760609440433405,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_010,noul,1,0.9986749775827868,0.9986749775827868,1,1,1.7556844061175577e-06,0.0013259010356280994,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_011,noul,0,0.004070137715896127,0.9959298622841039,0,1,1.656602102636014e-05,0.004078443270570743,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_012,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_013,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_014,noul,1,0.8933094060543487,0.8933094060543487,1,1,0.011382882836475842,0.11282227877156936,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_015,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_016,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_017,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_018,noul,1,0.9982992775885648,0.9982992775885648,1,1,2.892456720757797e-06,0.0017021702816452798,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_019,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_020,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_021,noul,0,0.009708476481474066,0.9902915235185259,0,1,9.425451559133506e-05,0.009755911000221412,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_022,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_023,noul,0,0.029312230751356316,0.9706877692486436,0,1,0.0008592068716207588,0.029750418272620607,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_024,noul,1,0.995929862284104,0.995929862284104,1,1,1.656602102635942e-05,0.004078443270570631,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_025,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_026,noul,1,0.9980732653366725,0.9980732653366725,1,1,3.7123064628676946e-06,0.001928593204219395,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_027,noul,0,0.04742587317756679,0.9525741268224333,0,1,0.002249213446654649,0.04858735157374202,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_028,noul,1,0.998498817743263,0.998498817743263,1,1,2.253548167942023e-06,0.0015023101597543026,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_029,noul,0,0.037326887344129464,0.9626731126558705,0,1,0.0013932965188013324,0.03804137168778315,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_030,noul,1,0.998498817743263,0.998498817743263,1,1,2.253548167942023e-06,0.0015023101597543026,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_031,noul,0,0.01590639171181471,0.9840936082881853,0,1,0.0002530132972896877,0.01603425608031871,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_032,noul,1,0.9964063974185798,0.9964063974185798,1,1,1.2913979513189661e-05,0.0036000750822264014,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_033,noul,0,0.04208772791561884,0.9579122720843811,0,1,0.0017713768410991617,0.042999079229087855,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_034,noul,1,0.9940889311437562,0.9940889311437562,1,1,3.494073502325559e-05,0.005928608376116514,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_035,noul,0,0.04208772791561884,0.9579122720843811,0,1,0.0017713768410991617,0.042999079229087855,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_036,noul,1,0.995929862284104,0.995929862284104,1,1,1.656602102635942e-05,0.004078443270570631,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_037,noul,0,0.06008665017400762,0.9399133498259924,0,1,0.00361040552913357,0.061967589003198605,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_038,noul,1,0.995929862284104,0.995929862284104,1,1,1.656602102635942e-05,0.004078443270570631,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_039,noul,0,0.04742587317756679,0.9525741268224333,0,1,0.002249213446654649,0.04858735157374202,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_040,noul,1,0.995929862284104,0.995929862284104,1,1,1.656602102635942e-05,0.004078443270570631,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_041,noul,0,0.01098694263059318,0.9890130573694068,0,1,0.00012071290836794578,0.011047744848593825,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_042,noul,1,0.9947798743064417,0.9947798743064417,1,1,2.7249712256547957e-05,0.005233798151742976,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_043,noul,0,0.033085978388704126,0.9669140216112959,0,1,0.0010946819659377965,0.03364569998303865,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_044,noul,1,0.991422514586288,0.991422514586288,1,1,7.357325602244125e-05,0.008614483762175522,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_045,noul,0,0.02297736991002561,0.9770226300899744,0,1,0.0005279595279821503,0.02324546437242505,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_046,noul,1,0.991422514586288,0.991422514586288,1,1,7.357325602244125e-05,0.008614483762175522,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_047,noul,0,0.029312230751356316,0.9706877692486436,0,1,0.0008592068716207588,0.029750418272620607,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_048,noul,1,0.9953904278206259,0.9953904278206259,1,1,2.1248155676859482e-05,0.004620229018803795,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_049,noul,0,0.020332353342658753,0.9796676466573413,0,1,0.0004134045924507266,0.02054190090109686,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_050,noul,1,0.9982992775885648,0.9982992775885648,1,1,2.892456720757797e-06,0.0017021702816452798,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_051,noul,0,0.008577485413711986,0.991422514586288,0,1,7.357325602244188e-05,0.008614483762175522,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_052,noul,1,0.9933071490757153,0.9933071490757153,1,1,4.479425349469899e-05,0.006715348489117944,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_053,noul,0,0.033085978388704126,0.9669140216112959,0,1,0.0010946819659377965,0.03364569998303865,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_054,noul,1,0.9840936082881853,0.9840936082881853,1,1,0.0002530132972896886,0.01603425608031871,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_055,noul,0,0.04208772791561884,0.9579122720843811,0,1,0.0017713768410991617,0.042999079229087855,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_056,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_057,noul,0,0.04742587317756679,0.9525741268224333,0,1,0.002249213446654649,0.04858735157374202,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_058,noul,1,0.9964063974185798,0.9964063974185798,1,1,1.2913979513189661e-05,0.0036000750822264014,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_059,noul,0,0.04208772791561884,0.9579122720843811,0,1,0.0017713768410991617,0.042999079229087855,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_060,noul,1,0.9971990730328789,0.9971990730328789,1,1,7.84519187514613e-06,0.0028048569030831388,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_061,noul,0,0.017986209962091555,0.9820137900379085,0,1,0.0003235037488004415,0.01814992791780973,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_062,noul,1,0.9940889311437562,0.9940889311437562,1,1,3.494073502325559e-05,0.005928608376116514,,,,,,
case_034d8d1f7371c2e8,parallel_question_scaling,4381.73137512058,39222,0,64.0,q_063,noul,0,0.04742587317756679,0.9525741268224333,0,1,0.002249213446654649,0.04858735157374202,,,,,,
case_7bef76514b74af05,choice_cardinality_scaling,162.45358297601342,149,0,,target,choice,opt_000,,0.9999599363077709,opt_000,1,3.210198870063604e-09,4.0064494800240014e-05,2.0,0.9999599363077709,0.0006430227102141653,0.9999599363077709,,
case_d5cba11e3e715f02,choice_cardinality_scaling,211.27133397385478,197,0,,target,choice,opt_000,,0.9997803158854212,opt_000,1,8.979689435791578e-08,0.00021970824866859214,4.0,0.9997803158854212,0.0015422107439247389,0.9997803158854212,,
case_062e0743ebad9b91,choice_cardinality_scaling,282.4677911121398,290,0,,target,choice,opt_000,,0.9998383443360875,opt_000,1,3.647667067826313e-08,0.00016166873159763,8.0,0.9998383443360875,0.0008578056382743017,0.9998383443360875,,
case_b5cec4ebfd35506b,choice_cardinality_scaling,427.8154589701444,482,0,,target,choice,opt_000,,0.9994960193007323,opt_000,1,2.8246369026180306e-07,0.000504107740226252,16.0,0.9994960193007323,0.001997788173276034,0.9994960193007323,,
case_011be8a8d9b4c67d,context_length_position,276.90016594715416,273,0,,target,choice,duplicate_charge,,0.9998814287546103,duplicate_charge,1,2.3606587641739013e-08,0.00011857827551555628,,0.9998814287546103,0.0009094882987765565,0.9998814287546103,500.0,start
case_6d739305319e6dae,context_length_position,279.5697080437094,274,0,,target,choice,duplicate_charge,,0.9998792054812577,duplicate_charge,1,2.421792955276897e-08,0.0001208018149877003,,0.9998792054812577,0.0009270275060359442,0.9998792054812577,500.0,middle
case_d86457f043dc3d5e,context_length_position,277.01558405533433,272,0,,target,choice,duplicate_charge,,0.9998211750062634,duplicate_charge,1,5.24167689068816e-08,0.00017884098483218525,,0.9998211750062634,0.0013268059815663223,0.9998211750062634,500.0,end
case_c522f4c6bc9fd7e3,context_length_position,529.1015829425305,578,0,,target,choice,duplicate_charge,,0.9998211750062634,duplicate_charge,1,5.24167689068816e-08,0.00017884098483218525,,0.9998211750062634,0.0013268059815663223,0.9998211750062634,2000.0,start
case_922515adb58b5fe9,context_length_position,533.8352499529719,580,0,,target,choice,duplicate_charge,,0.9998231368659037,duplicate_charge,1,5.1677849134258073e-08,0.00017687877622473347,,0.9998231368659037,0.0013105791994362623,0.9998231368659037,2000.0,middle
