case_id,experiment,latency_ms,input_tokens,output_tokens,meta_family,meta_target_probability,meta_probability_bin,meta_index,question_id,type,label,p_true,confidence_top,target_probability,prob_error,prob_abs_error,prob_sq_error,target_kl,meta_prior,meta_tpr,meta_fpr,meta_signal_positive,meta_hidden_label,pred,correct,brier,nll,meta_a_positive,meta_b_positive,meta_conflicting,meta_group,meta_variant,meta_observed_signal,meta_target_entropy,reported_confidence,entropy_norm,p_label,target_distribution_json,pred_distribution_json,distribution_tv,distribution_jsd,soft_brier,meta_repetition
case_8cc18d82e1d8e74e,prob_explicit_randomness,167.40283300168812,160,0,quality_lot,0.2,0.2,22.0,target,noul,,0.46879062662624377,0.5312093733737562,0.2,0.26879062662624376,0.26879062662624376,0.07224840096212878,0.15719661177898142,,,,,,,,,,,,,,,,,,,,,,,,,
case_5aa973a61b504184,prob_explicit_randomness,162.9966669715941,159,0,random_record,0.25,0.25,23.0,target,noul,,0.9796676466573412,0.9796676466573412,0.25,0.7296676466573412,0.7296676466573412,0.5324148745784625,2.3644567562822862,,,,,,,,,,,,,,,,,,,,,,,,,
case_9f22f26571b597fc,prob_explicit_randomness,161.6177500691265,160,0,bag,0.3,0.3,24.0,target,noul,,0.7549149868676283,0.7549149868676283,0.3,0.45491498686762827,0.45491498686762827,0.2069476452767744,0.4577858341934211,,,,,,,,,,,,,,,,,,,,,,,,,
case_5bdf244e42d73f57,prob_explicit_randomness,169.95266708545387,165,0,tickets,0.35,0.35,25.0,target,noul,,0.9241418199787566,0.9241418199787566,0.35,0.5741418199787566,0.5741418199787566,0.3296388294485189,1.0564430952579182,,,,,,,,,,,,,,,,,,,,,,,,,
case_86a7a12c1fd23fb0,prob_explicit_randomness,167.6806251052767,161,0,quality_lot,0.4,0.4,26.0,target,noul,,0.7057850278370112,0.7057850278370112,0.4,0.3057850278370112,0.3057850278370112,0.09350448324928173,0.20043291399579924,,,,,,,,,,,,,,,,,,,,,,,,,
case_6f1497407fa4bef7,prob_explicit_randomness,160.71225004270673,160,0,random_record,0.45,0.45,27.0,target,noul,,0.9579122720843811,0.9579122720843811,0.45,0.5079122720843812,0.5079122720843812,0.25797487613391845,1.073610265515499,,,,,,,,,,,,,,,,,,,,,,,,,
case_31370c9b6dcdc0f1,prob_explicit_randomness,160.36362503655255,160,0,bag,0.5,0.5,28.0,target,noul,,0.9149009549929797,0.9149009549929797,0.5,0.41490095499297974,0.41490095499297974,0.1721428024540866,0.5832922849149933,,,,,,,,,,,,,,,,,,,,,,,,,
case_5ecc05a04e9d3a0a,prob_explicit_randomness,169.56833307631314,164,0,tickets,0.55,0.55,29.0,target,noul,,0.9525741268224334,0.9525741268224334,0.55,0.4025741268224333,0.4025741268224333,0.16206592758684463,0.7104485378601548,,,,,,,,,,,,,,,,,,,,,,,,,
case_df239b836beba9cb,prob_explicit_randomness,158.45083398744464,160,0,quality_lot,0.6,0.6,30.0,target,noul,,0.8933094060543487,0.8933094060543487,0.6,0.29330940605434874,0.29330940605434874,0.08603040767995483,0.28981061176231254,,,,,,,,,,,,,,,,,,,,,,,,,
case_2c56f286e1ebe9e6,prob_explicit_randomness,159.86962500028312,159,0,random_record,0.65,0.65,31.0,target,noul,,0.9740426428022031,0.9740426428022031,0.65,0.3240426428022031,0.3240426428022031,0.10500363435423617,0.647603556152242,,,,,,,,,,,,,,,,,,,,,,,,,
case_17fada2ab0ee3d5e,prob_explicit_randomness,158.10145810246468,160,0,bag,0.7,0.7,32.0,target,noul,,0.8807970779778823,0.8807970779778823,0.7,0.18079707797788236,0.18079707797788236,0.032687583405340476,0.1160637089880788,,,,,,,,,,,,,,,,,,,,,,,,,
case_343ef03dbb14d11f,prob_explicit_randomness,166.61395807750523,163,0,tickets,0.75,0.75,33.0,target,noul,,0.9579122720843811,0.9579122720843811,0.75,0.20791227208438112,0.20791227208438112,0.04322751288328973,0.26191393461027923,,,,,,,,,,,,,,,,,,,,,,,,,
case_a521c9417523f788,prob_explicit_randomness,157.9781249165535,160,0,quality_lot,0.8,0.8,34.0,target,noul,,0.9579122720843811,0.9579122720843811,0.8,0.15791227208438108,0.15791227208438108,0.0249362856748516,0.16759665569089974,,,,,,,,,,,,,,,,,,,,,,,,,
case_77a0f7c1def80583,prob_explicit_randomness,159.63412495329976,159,0,random_record,0.85,0.85,35.0,target,noul,,0.9875683491468141,0.9875683491468141,0.85,0.13756834914681415,0.13756834914681415,0.01892505068697976,0.24605048247018185,,,,,,,,,,,,,,,,,,,,,,,,,
case_46f22a3170335f3d,prob_explicit_randomness,160.61845794320107,159,0,bag,0.9,0.9,36.0,target,noul,,0.9149009549929797,0.9149009549929797,0.9,0.01490095499297972,0.01490095499297972,0.00022203845970280726,0.0013564920834904532,,,,,,,,,,,,,,,,,,,,,,,,,
case_2fd67c5e05b3dbc1,prob_explicit_randomness,169.0084591973573,164,0,tickets,0.95,0.95,37.0,target,noul,,0.9859363729567544,0.9859363729567544,0.95,0.03593637295675445,0.03593637295675445,0.0012914229012869524,0.028148213585632173,,,,,,,,,,,,,,,,,,,,,,,,,
case_e137d28d530cd017,prob_explicit_randomness,164.72191596403718,160,0,quality_lot,0.05,0.05,38.0,target,noul,,0.37754066879814546,0.6224593312018545,0.05,0.3275406687981455,0.3275406687981455,0.10728288971673643,0.3005617408342342,,,,,,,,,,,,,,,,,,,,,,,,,
case_ba6b6fc3062415d9,prob_explicit_randomness,169.1453750245273,161,0,random_record,0.1,0.1,39.0,target,noul,,0.9669140216112958,0.9669140216112958,0.1,0.8669140216112958,0.8669140216112958,0.7515399208662703,2.746062726591589,,,,,,,,,,,,,,,,,,,,,,,,,
case_29d64dd154e1e8a1,prob_explicit_randomness,152.58300001733005,160,0,bag,0.15,0.15,40.0,target,noul,,0.7772998611746911,0.7772998611746911,0.15,0.627299861174691,0.627299861174691,0.39350511582978664,0.8917199935393817,,,,,,,,,,,,,,,,,,,,,,,,,
case_30109b0f0f19de42,prob_explicit_randomness,161.9861670769751,163,0,tickets,0.2,0.2,41.0,target,noul,,0.8175744761936437,0.8175744761936437,0.2,0.6175744761936437,0.6175744761936437,0.3813982336458534,0.9010108544445645,,,,,,,,,,,,,,,,,,,,,,,,,
case_d7729665ba53c7bf,prob_explicit_randomness,153.01720798015594,160,0,quality_lot,0.25,0.25,42.0,target,noul,,0.5926665999540697,0.5926665999540697,0.25,0.3426665999540697,0.3426665999540697,0.11742039872408243,0.24203811952103152,,,,,,,,,,,,,,,,,,,,,,,,,
case_f2f797955f7a74ad,prob_explicit_randomness,161.35199996642768,161,0,random_record,0.3,0.3,43.0,target,noul,,0.9820137900379085,0.9820137900379085,0.3,0.6820137900379084,0.6820137900379084,0.4651428098018722,2.2072856258629163,,,,,,,,,,,,,,,,,,,,,,,,,
case_b1f4c92f133ba253,prob_explicit_randomness,154.86287488602102,159,0,bag,0.35,0.35,44.0,target,noul,,0.7310585786300049,0.7310585786300049,0.35,0.3810585786300049,0.3810585786300049,0.14520564034751965,0.3158150484835904,,,,,,,,,,,,,,,,,,,,,,,,,
case_94835fe347806c12,prob_explicit_randomness,163.15124998800457,164,0,tickets,0.4,0.4,45.0,target,noul,,0.8807970779778823,0.8807970779778823,0.4,0.4807970779778823,0.4807970779778823,0.23116583019206982,0.6539163440337152,,,,,,,,,,,,,,,,,,,,,,,,,
case_614599b165bfad44,prob_explicit_randomness,168.95141708664596,162,0,quality_lot,0.45,0.45,46.0,target,noul,,0.7981867777396212,0.7981867777396212,0.45,0.3481867777396212,0.3481867777396212,0.12123403219270038,0.29352383788805964,,,,,,,,,,,,,,,,,,,,,,,,,
case_812e94a369dd74c2,prob_explicit_randomness,157.94612490572035,160,0,random_record,0.5,0.5,47.0,target,noul,,0.9890130573694068,0.9890130573694068,0.5,0.4890130573694068,0.4890130573694068,0.23913377027777477,1.567900564288648,,,,,,,,,,,,,,,,,,,,,,,,,
case_549737045029ffb5,prob_explicit_randomness,159.71166687086225,159,0,bag,0.55,0.55,48.0,target,noul,,0.8670357598021706,0.8670357598021706,0.55,0.3170357598021706,0.3170357598021706,0.1005116729933396,0.2982862438920127,,,,,,,,,,,,,,,,,,,,,,,,,
case_ddd83878f5af71da,prob_explicit_randomness,167.47033409774303,164,0,tickets,0.6,0.6,49.0,target,noul,,0.9525741268224334,0.9525741268224334,0.6,0.3525741268224334,0.3525741268224334,0.12430851490460135,0.5755756845644868,,,,,,,,,,,,,,,,,,,,,,,,,
case_a7990421f5abe338,prob_explicit_randomness,167.2629159875214,162,0,quality_lot,0.65,0.65,50.0,target,noul,,0.9324533088603709,0.9324533088603709,0.65,0.2824533088603709,0.2824533088603709,0.07977987168617208,0.341239560610341,,,,,,,,,,,,,,,,,,,,,,,,,
case_397b7f1955921207,prob_explicit_randomness,167.69204218871891,161,0,random_record,0.7,0.7,51.0,target,noul,,0.9924227587321393,0.9924227587321393,0.7,0.2924227587321393,0.2924227587321393,0.08551106982451495,0.8592417923494432,,,,,,,,,,,,,,,,,,,,,,,,,
case_eea460d58a803311,prob_explicit_randomness,158.26933295466006,160,0,bag,0.75,0.75,52.0,target,noul,,0.9046505351008906,0.9046505351008906,0.75,0.15465053510089055,0.15465053510089055,0.02391678800699178,0.10037141429793897,,,,,,,,,,,,,,,,,,,,,,,,,
case_75de3332be05caef,prob_explicit_randomness,169.8235000949353,165,0,tickets,0.8,0.8,53.0,target,noul,,0.9859363729567544,0.9859363729567544,0.8,0.18593637295675436,0.18593637295675436,0.03457233478831325,0.3637610333933152,,,,,,,,,,,,,,,,,,,,,,,,,
case_bc2a55bef1dbd8a5,prob_explicit_randomness,158.26370799914002,160,0,quality_lot,0.85,0.85,54.0,target,noul,,0.9626731126558706,0.9626731126558706,0.85,0.11267311265587066,0.11267311265587066,0.01269523031556252,0.10283228388179257,,,,,,,,,,,,,,,,,,,,,,,,,
case_77cb7a7de0257674,prob_explicit_randomness,161.15795797668397,159,0,random_record,0.9,0.9,55.0,target,noul,,0.9890130573694068,0.9890130573694068,0.9,0.08901305736940679,0.08901305736940679,0.007923324382249304,0.13596477145714547,,,,,,,,,,,,,,,,,,,,,,,,,
case_ac67adc9a4f34c82,prob_explicit_randomness,158.9768750127405,159,0,bag,0.95,0.95,56.0,target,noul,,0.9525741268224334,0.9525741268224334,0.95,0.002574126822433409,0.002574126822433409,6.626128897971119e-06,7.210822786947674e-05,,,,,,,,,,,,,,,,,,,,,,,,,
case_9a7d7e59125b3052,prob_explicit_randomness,168.51770784705877,163,0,tickets,0.05,0.05,57.0,target,noul,,0.6513548646660542,0.6513548646660542,0.05,0.6013548646660541,0.6013548646660541,0.3616276732575283,0.823935434930646,,,,,,,,,,,,,,,,,,,,,,,,,
case_079a7d21926ae3f3,prob_explicit_randomness,158.7079579476267,160,0,quality_lot,0.1,0.1,58.0,target,noul,,0.4378234991142019,0.5621765008857982,0.1,0.33782349911420184,0.33782349911420184,0.11412471655376313,0.27585644648739527,,,,,,,,,,,,,,,,,,,,,,,,,
case_ef99ca68328e483e,prob_explicit_randomness,159.5313751604408,159,0,random_record,0.15,0.15,59.0,target,noul,,0.9525741268224334,0.9525741268224334,0.15,0.8025741268224333,0.8025741268224333,0.6441252290447913,2.1758782637677534,,,,,,,,,,,,,,,,,,,,,,,,,
case_74c5e0c73746c998,prob_explicit_randomness,159.0895000845194,160,0,bag,0.2,0.2,60.0,target,noul,,0.7981867777396212,0.7981867777396212,0.2,0.5981867777396213,0.5981867777396213,0.35782742106251103,0.8250102280634602,,,,,,,,,,,,,,,,,,,,,,,,,
case_79237fc80e343cc1,prob_explicit_randomness,169.5008750539273,164,0,tickets,0.25,0.25,61.0,target,noul,,0.8175744761936437,0.8175744761936437,0.25,0.5675744761936437,0.5675744761936437,0.322140786026489,0.7640781333639441,,,,,,,,,,,,,,,,,,,,,,,,,
case_871fd8ac0bda695e,prob_explicit_randomness,169.56412489525974,161,0,quality_lot,0.3,0.3,62.0,target,noul,,0.5926665999540697,0.5926665999540697,0.3,0.2926665999540697,0.2926665999540697,0.08565373872867546,0.17475896208494643,,,,,,,,,,,,,,,,,,,,,,,,,
case_d3a1e2c3875f4b16,prob_explicit_randomness,168.00449998117983,161,0,random_record,0.35,0.35,63.0,target,noul,,0.9796676466573412,0.9796676466573412,0.35,0.6296676466573412,0.6296676466573412,0.3964813452469943,1.8918452618664627,,,,,,,,,,,,,,,,,,,,,,,,,
case_962d3a849726cc62,prob_explicit_randomness,162.18479117378592,159,0,bag,0.4,0.4,64.0,target,noul,,0.7772998611746911,0.7772998611746911,0.4,0.37729986117469105,0.37729986117469105,0.14235518524244115,0.32891741433611626,,,,,,,,,,,,,,,,,,,,,,,,,
case_4516f435857d0aed,prob_explicit_randomness,169.5682080462575,165,0,tickets,0.45,0.45,65.0,target,noul,,0.9324533088603709,0.9324533088603709,0.45,0.4824533088603709,0.4824533088603709,0.23276119523032046,0.8255473859313852,,,,,,,,,,,,,,,,,,,,,,,,,
case_3cf9e7cc27d48804,prob_explicit_randomness,168.16045786254108,162,0,quality_lot,0.5,0.5,66.0,target,noul,,0.8175744761936437,0.8175744761936437,0.5,0.31757447619364365,0.31757447619364365,0.10085354792966714,0.2582660974228071,,,,,,,,,,,,,,,,,,,,,,,,,
case_e868724f9f1631f0,prob_explicit_randomness,160.5212918948382,160,0,random_record,0.55,0.55,67.0,target,noul,,0.9669140216112958,0.9669140216112958,0.55,0.41691402161129576,0.41691402161129576,0.173817301416104,0.8642568862694493,,,,,,,,,,,,,,,,,,,,,,,,,
case_a63738edcdcc3472,prob_explicit_randomness,159.79770780541003,160,0,bag,0.6,0.6,68.0,target,noul,,0.8933094060543487,0.8933094060543487,0.6,0.29330940605434874,0.29330940605434874,0.08603040767995483,0.28981061176231254,,,,,,,,,,,,,,,,,,,,,,,,,
case_d02c090ec905634d,prob_explicit_randomness,170.01174995675683,164,0,tickets,0.65,0.65,69.0,target,noul,,0.9525741268224334,0.9525741268224334,0.65,0.30257412682243334,0.30257412682243334,0.09155110222235797,0.4511407125391105,,,,,,,,,,,,,,,,,,,,,,,,,
case_dbd7ad8d566af87d,prob_explicit_randomness,167.99025004729629,161,0,quality_lot,0.7,0.7,70.0,target,noul,,0.9046505351008906,0.9046505351008906,0.7,0.2046505351008906,0.2046505351008906,0.04188184151708085,0.16434225686185394,,,,,,,,,,,,,,,,,,,,,,,,,
case_bdc12904ce898b4b,prob_explicit_randomness,159.85275013372302,160,0,random_record,0.75,0.75,71.0,target,noul,,0.9902915235185259,0.9902915235185259,0.75,0.2402915235185259,0.2402915235185259,0.05774001627485428,0.603670766381412,,,,,,,,,,,,,,,,,,,,,,,,,
case_4002f86309e5ba88,prob_explicit_randomness,161.45670879632235,159,0,bag,0.8,0.8,72.0,target,noul,,0.9241418199787566,0.9241418199787566,0.8,0.1241418199787565,0.1241418199787565,0.015411191467637989,0.07848731075436183,,,,,,,,,,,,,,,,,,,,,,,,,
case_a266661b17e71a96,prob_explicit_randomness,169.77833304554224,163,0,tickets,0.85,0.85,73.0,target,noul,,0.9796676466573412,0.9796676466573412,0.85,0.1296676466573412,0.1296676466573412,0.01681369858965309,0.1790828130951057,,,,,,,,,,,,,,,,,,,,,,,,,
case_09682ffbd540fbb0,prob_explicit_randomness,159.92095787078142,160,0,quality_lot,0.9,0.9,74.0,target,noul,,0.9579122720843811,0.9579122720843811,0.9,0.0579122720843811,0.0579122720843811,0.0033538312579753865,0.0304161058376395,,,,,,,,,,,,,,,,,,,,,,,,,
case_db8b5529089766e9,prob_explicit_randomness,160.5869170743972,159,0,random_record,0.95,0.95,75.0,target,noul,,0.9859363729567544,0.9859363729567544,0.95,0.03593637295675445,0.03593637295675445,0.0012914229012869524,0.028148213585632173,,,,,,,,,,,,,,,,,,,,,,,,,
case_3a90ba9a8272dae6,prob_explicit_randomness,160.9715831000358,159,0,bag,0.05,0.05,76.0,target,noul,,0.18242552380635632,0.8175744761936437,0.05,0.1324255238063563,0.1324255238063563,0.01753651935538784,0.07789803463687976,,,,,,,,,,,,,,,,,,,,,,,,,
case_43244848325ccc5b,prob_explicit_randomness,167.79083292931318,163,0,tickets,0.1,0.1,77.0,target,noul,,0.7310585786300049,0.7310585786300049,0.1,0.6310585786300049,0.6310585786300049,0.3982349296625221,0.8881787141267747,,,,,,,,,,,,,,,,,,,,,,,,,
case_ca79f2a750999b99,prob_explicit_randomness,160.78566596843302,160,0,quality_lot,0.15,0.15,78.0,target,noul,,0.4378234991142019,0.5621765008857982,0.15,0.2878234991142019,0.2878234991142019,0.08284236664234298,0.19073033207285262,,,,,,,,,,,,,,,,,,,,,,,,,
case_76402782784b5ef7,prob_explicit_randomness,160.4633331298828,159,0,random_record,0.2,0.2,79.0,target,noul,,0.9770226300899744,0.9770226300899744,0.2,0.7770226300899743,0.7770226300899743,0.6037641676719411,2.5228430408342364,,,,,,,,,,,,,,,,,,,,,,,,,
case_7ab7722424589c1a,prob_explicit_randomness,161.28854104317725,160,0,bag,0.25,0.25,80.0,target,noul,,0.8175744761936437,0.8175744761936437,0.25,0.5675744761936437,0.5675744761936437,0.322140786026489,0.7640781333639441,,,,,,,,,,,,,,,,,,,,,,,,,
case_8aef59f2d6117962,prob_explicit_randomness,169.6707080118358,165,0,tickets,0.3,0.3,81.0,target,noul,,0.9399133498259924,0.9399133498259924,0.3,0.6399133498259924,0.6399133498259924,0.40948909528552285,1.3761032869483052,,,,,,,,,,,,,,,,,,,,,,,,,
case_521d8328ed3b7f8e,prob_explicit_randomness,169.83400005847216,161,0,quality_lot,0.35,0.35,82.0,target,noul,,0.7057850278370112,0.7057850278370112,0.35,0.35578502783701127,0.35578502783701127,0.12658298603298287,0.2697479419704234,,,,,,,,,,,,,,,,,,,,,,,,,
case_cdc33f7f1f79dd3e,prob_explicit_randomness,168.5751669574529,161,0,random_record,0.4,0.4,83.0,target,noul,,0.9820137900379085,0.9820137900379085,0.4,0.5820137900379084,0.5820137900379084,0.33874005179429056,1.7451382609085533,,,,,,,,,,,,,,,,,,,,,,,,,
case_c576c7a97388e9a8,prob_explicit_randomness,160.67537502385676,159,0,bag,0.45,0.45,84.0,target,noul,,0.7057850278370112,0.7057850278370112,0.45,0.25578502783701124,0.25578502783701124,0.06542598046558061,0.14155576729146738,,,,,,,,,,,,,,,,,,,,,,,,,
case_bb2aeae661b2375b,prob_explicit_randomness,168.19224995560944,165,0,tickets,0.5,0.5,85.0,target,noul,,0.9579122720843811,0.9579122720843811,0.5,0.4579122720843811,0.4579122720843811,0.20968364892548028,0.9123518986691422,,,,,,,,,,,,,,,,,,,,,,,,,
case_49073f20d2de7857,prob_explicit_randomness,168.91358396969736,162,0,quality_lot,0.55,0.55,86.0,target,noul,,0.9149009549929797,0.9149009549929797,0.55,0.3649009549929797,0.3649009549929797,0.1331527069547886,0.46955065176134997,,,,,,,,,,,,,,,,,,,,,,,,,
case_98fc40c8143393c0,prob_explicit_randomness,161.31787514314055,159,0,random_record,0.6,0.6,87.0,target,noul,,0.9706877692486436,0.9706877692486436,0.6,0.37068776924864366,0.37068776924864366,0.13740942227053568,0.7567387512633637,,,,,,,,,,,,,,,,,,,,,,,,,
case_b72361c845ef026b,prob_explicit_randomness,160.6329579371959,159,0,bag,0.65,0.65,88.0,target,noul,,0.8933094060543487,0.8933094060543487,0.65,0.2433094060543487,0.2433094060543487,0.05919946707451994,0.20912563973693654,,,,,,,,,,,,,,,,,,,,,,,,,
case_80b20efc71929707,prob_explicit_randomness,170.17675004899502,164,0,tickets,0.7,0.7,89.0,target,noul,,0.9579122720843811,0.9579122720843811,0.7,0.25791227208438117,0.25791227208438117,0.06651874009172785,0.36963477717419424,,,,,,,,,,,,,,,,,,,,,,,,,
case_8086b755526a7376,prob_explicit_randomness,160.03566700965166,160,0,quality_lot,0.75,0.75,90.0,target,noul,,0.9465966702001757,0.9465966702001757,0.75,0.19659667020017568,0.19659667020017568,0.038650250733796646,0.21129703453926946,,,,,,,,,,,,,,,,,,,,,,,,,
case_4a184c1aab436860,prob_explicit_randomness,160.21749982610345,159,0,random_record,0.8,0.8,91.0,target,noul,,0.9859363729567544,0.9859363729567544,0.8,0.18593637295675436,0.18593637295675436,0.03457233478831325,0.3637610333933152,,,,,,,,,,,,,,,,,,,,,,,,,
case_cde18a4268ecdce9,prob_explicit_randomness,159.08012492582202,160,0,bag,0.85,0.85,92.0,target,noul,,0.9149009549929797,0.9149009549929797,0.85,0.06490095499297976,0.06490095499297976,0.004212133959000785,0.02248037766894785,,,,,,,,,,,,,,,,,,,,,,,,,
case_fbb03a5431edf73c,prob_explicit_randomness,167.56541701033711,163,0,tickets,0.9,0.9,93.0,target,noul,,0.9796676466573412,0.9796676466573412,0.9,0.07966764665734116,0.07966764665734116,0.006346933923918962,0.08295892750964835,,,,,,,,,,,,,,,,,,,,,,,,,
case_6ebd1b0867726e54,prob_explicit_randomness,159.02241691946983,160,0,quality_lot,0.95,0.95,94.0,target,noul,,0.9669140216112958,0.9669140216112958,0.95,0.01691402161129585,0.01691402161129585,0.000286084127067383,0.003880456637166123,,,,,,,,,,,,,,,,,,,,,,,,,
